year,month,airline_name,airport_code,airport_name,total_arrival_flights,delayed_arrivals_15_plus,estimated_delayed_arrivals_due_to_airline,estimated_delayed_arrivals_due_to_weather,estimated_delayed_arrivals_due_to_nas,estimated_delayed_arrivals_due_to_security,estimated_delayed_arrivals_due_to_late_aircraft,cancelled_arrivals,diverted_arrivals,total_arrival_delay_minutes,airline_delay_minutes,weather_delay_minutes,nas_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes,internal_ops_count,system_ops_count,external_ops_count,internal_ops_count_rounded,system_ops_count_rounded,external_ops_count_rounded,internal_ops_delay_minutes,system_ops_delay_minutes,external_ops_delay_minutes,delay_rate,cancellation_rate,diversion_rate,avg_delay_minutes_per_delayed_flight,avg_internal_minutes_per_event,avg_system_minutes_per_event,avg_external_minutes_per_event,disruption_impact_minutes,period_label,operational_state
2020,10,Republic Airline,JFK,John F. Kennedy International Airport (JFK),181,7,6.0,0.0,1.0,0.0,0.0,0,0,410,394,0,16,0,0,6.0,1.0,0.0,6,1,0,394,16,0,0.03867403314917127,0.0,0.0,58.57142857142857,65.66666666666667,16.0,0.0,410.0,2020-10,normal
2020,11,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),58,2,1.0,0.0,1.0,0.0,0.0,0,0,73,58,0,15,0,0,1.0,1.0,0.0,1,1,0,58,15,0,0.034482758620689655,0.0,0.0,36.5,58.0,15.0,0.0,73.0,2020-11,normal
2020,11,American Airlines,JFK,John F. Kennedy International Airport (JFK),334,26,17.18,0.0,8.64,0.0,0.18,0,0,1787,1488,0,260,0,39,17.36,8.64,0.0,17,9,0,1527,260,0,0.07784431137724551,0.0,0.0,68.73076923076923,87.96082949308756,30.09259259259259,0.0,1787.0,2020-11,normal
2020,11,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1349,96,35.97,1.05,39.66,1.0,18.32,24,2,6947,3491,61,1268,76,2051,54.29,39.66,2.05,54,40,2,5542,1268,137,0.07116382505559674,0.017790956263899184,0.0014825796886582653,72.36458333333333,102.08141462516117,31.97175995965709,66.82926829268293,11747.0,2020-11,normal
2020,11,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),413,20,5.15,0.75,6.11,0.0,7.99,0,3,1645,714,33,195,0,703,13.14,6.11,0.75,13,6,1,1417,195,33,0.048426150121065374,0.0,0.007263922518159807,82.25,107.8386605783866,31.914893617021274,44.0,2365.0,2020-11,normal
2020,11,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),1288,120,46.37,1.74,36.56,1.56,33.76,9,5,7684,3043,67,1187,49,3338,80.13,36.56,3.3,80,37,3,6381,1187,116,0.09316770186335403,0.006987577639751553,0.0038819875776397515,64.03333333333333,79.63309621864471,32.467177242888404,35.151515151515156,10504.0,2020-11,normal
2020,11,Republic Airline,JFK,John F. Kennedy International Airport (JFK),205,6,3.36,0.0,1.29,0.0,1.35,0,1,700,536,0,79,0,85,4.71,1.29,0.0,5,1,0,621,79,0,0.02926829268292683,0.0,0.004878048780487805,116.66666666666667,131.84713375796179,61.240310077519375,0.0,940.0,2020-11,normal
2020,12,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),55,4,0.0,0.0,3.13,0.0,0.88,2,0,143,0,0,122,0,21,0.88,3.13,0.0,1,3,0,21,122,0,0.07272727272727272,0.03636363636363636,0.0,35.75,23.863636363636363,38.977635782747605,0.0,503.0,2020-12,normal
2020,12,American Airlines,JFK,John F. Kennedy International Airport (JFK),336,35,20.81,1.86,10.39,0.0,1.93,7,0,3638,2110,568,391,0,569,22.74,10.39,1.86,23,10,2,2679,391,568,0.10416666666666667,0.020833333333333332,0.0,103.94285714285714,117.81002638522428,37.632338787295474,305.3763440860215,4898.0,2020-12,normal
2020,12,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1391,234,76.06,5.53,107.2,0.72,44.49,45,1,14938,7124,493,3447,36,3838,120.55000000000001,107.2,6.25,121,107,6,10962,3447,529,0.16822429906542055,0.03235082674335011,0.0007189072609633358,63.837606837606835,90.93322272915802,32.15485074626866,84.64,23278.0,2020-12,normal
2020,12,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),269,31,9.92,1.27,12.77,0.0,7.04,10,0,1759,715,64,439,0,541,16.96,12.77,1.27,17,13,1,1256,439,64,0.11524163568773234,0.03717472118959108,0.0,56.74193548387097,74.0566037735849,34.37744714173845,50.39370078740157,3559.0,2020-12,normal
2020,12,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),8,3,3.0,0.0,0.0,0.0,0.0,0,0,164,164,0,0,0,0,3.0,0.0,0.0,3,0,0,164,0,0,0.375,0.0,0.0,54.666666666666664,54.666666666666664,0.0,0.0,164.0,2020-12,normal
2020,12,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),1278,249,78.89,0.0,102.66,1.72,65.73,19,1,15288,4985,0,3480,42,6781,144.62,102.66,1.72,145,103,2,11766,3480,42,0.19483568075117372,0.01486697965571205,0.000782472613458529,61.397590361445786,81.35804176462453,33.898305084745765,24.41860465116279,18948.0,2020-12,normal
2020,12,Republic Airline,JFK,John F. Kennedy International Airport (JFK),367,38,25.06,0.47,9.53,0.0,2.94,14,0,2513,1483,48,425,0,557,28.0,9.53,0.47,28,10,0,2040,425,48,0.10354223433242507,0.03814713896457766,0.0,66.13157894736842,72.85714285714286,44.596012591815324,102.1276595744681,5033.0,2020-12,normal
2021,1,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),45,3,1.53,0.0,1.47,0.0,0.0,1,1,60,26,0,34,0,0,1.53,1.47,0.0,2,1,0,26,34,0,0.06666666666666667,0.022222222222222223,0.022222222222222223,20.0,16.99346405228758,23.12925170068027,0.0,480.0,2021-01,normal
2021,1,American Airlines,JFK,John F. Kennedy International Airport (JFK),324,25,12.46,0.0,7.0,2.0,3.54,7,1,933,542,0,171,98,122,16.0,7.0,2.0,16,7,2,664,171,98,0.07716049382716049,0.021604938271604937,0.0030864197530864196,37.32,41.5,24.428571428571427,49.0,2433.0,2021-01,normal
2021,1,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1331,121,49.11,1.5,37.54,1.0,31.85,18,0,13538,6951,378,2389,28,3792,80.96000000000001,37.54,2.5,81,38,2,10743,2389,406,0.09090909090909091,0.013523666416228399,0.0,111.88429752066116,132.69515810276678,63.638785295684606,162.4,16778.0,2021-01,normal
2021,1,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),177,15,5.72,0.0,4.4,0.0,4.88,1,0,483,169,0,100,0,214,10.6,4.4,0.0,11,4,0,383,100,0,0.0847457627118644,0.005649717514124294,0.0,32.2,36.132075471698116,22.727272727272727,0.0,663.0,2021-01,normal
2021,1,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),14,2,2.0,0.0,0.0,0.0,0.0,0,0,57,57,0,0,0,0,2.0,0.0,0.0,2,0,0,57,0,0,0.14285714285714285,0.0,0.0,28.5,28.5,0.0,0.0,57.0,2021-01,normal
2021,1,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),1055,233,88.31,0.99,101.88,1.18,40.64,17,1,11388,4767,73,3233,72,3243,128.95,101.88,2.17,129,102,2,8010,3233,145,0.22085308056872038,0.016113744075829384,0.0009478672985781991,48.8755364806867,62.11709965102754,31.73341185708677,66.82027649769586,14688.0,2021-01,normal
2021,1,Republic Airline,JFK,John F. Kennedy International Airport (JFK),316,23,15.97,0.19,5.98,0.0,0.87,1,0,1969,1707,3,198,0,61,16.84,5.98,0.19,17,6,0,1768,198,3,0.07278481012658228,0.0031645569620253164,0.0,85.6086956521739,104.98812351543943,33.11036789297658,15.789473684210526,2149.0,2021-01,normal
2021,2,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),44,4,2.94,0.0,0.06,0.0,1.0,4,0,311,236,0,12,0,63,3.94,0.06,0.0,4,0,0,299,12,0,0.09090909090909091,0.09090909090909091,0.0,77.75,75.88832487309645,200.0,0.0,1031.0,2021-02,normal
2021,2,American Airlines,JFK,John F. Kennedy International Airport (JFK),316,40,23.39,2.96,3.25,2.0,8.39,18,1,5446,1469,3121,131,96,629,31.78,3.25,4.96,32,3,5,2098,131,3217,0.12658227848101267,0.056962025316455694,0.0031645569620253164,136.15,66.01636249213341,40.30769230769231,648.5887096774194,8926.0,2021-02,normal
2021,2,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1217,110,42.47,7.99,29.9,2.0,27.64,89,4,15692,5740,5151,2057,61,2683,70.11,29.9,9.99,70,30,10,8423,2057,5212,0.09038619556285948,0.07313064913722268,0.003286770747740345,142.65454545454546,120.13978034517187,68.79598662207358,521.7217217217217,32672.0,2021-02,normal
2021,2,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),174,7,2.0,0.92,2.65,0.0,1.43,19,0,1540,221,988,84,0,247,3.4299999999999997,2.65,0.92,3,3,1,468,84,988,0.040229885057471264,0.10919540229885058,0.0,220.0,136.44314868804665,31.69811320754717,1073.9130434782608,4960.0,2021-02,normal
2021,2,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),12,2,2.0,0.0,0.0,0.0,0.0,0,0,176,176,0,0,0,0,2.0,0.0,0.0,2,0,0,176,0,0,0.16666666666666666,0.0,0.0,88.0,88.0,0.0,0.0,176.0,2021-02,normal
2021,2,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),1180,269,113.78,5.49,31.89,1.46,116.39,44,4,20887,8032,240,1606,41,10968,230.17000000000002,31.89,6.95,230,32,7,19000,1606,281,0.22796610169491524,0.03728813559322034,0.003389830508474576,77.64684014869889,82.54768214797758,50.36061461273126,40.431654676258994,29767.0,2021-02,normal
2021,2,Republic Airline,JFK,John F. Kennedy International Airport (JFK),339,31,18.87,0.0,6.32,0.05,5.76,47,0,2922,1437,0,1105,5,375,24.630000000000003,6.32,0.05,25,6,0,1812,1105,5,0.09144542772861357,0.13864306784660768,0.0,94.25806451612904,73.5688185140073,174.84177215189874,100.0,11382.0,2021-02,normal
2021,3,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),58,8,5.81,0.0,2.19,0.0,0.0,0,0,383,337,0,46,0,0,5.81,2.19,0.0,6,2,0,337,46,0,0.13793103448275862,0.0,0.0,47.875,58.00344234079174,21.004566210045663,0.0,383.0,2021-03,normal
2021,3,American Airlines,JFK,John F. Kennedy International Airport (JFK),450,39,22.17,1.87,8.96,0.92,5.07,1,0,2165,1072,83,238,73,699,27.240000000000002,8.96,2.79,27,9,3,1771,238,156,0.08666666666666667,0.0022222222222222222,0.0,55.51282051282051,65.01468428781203,26.562499999999996,55.913978494623656,2345.0,2021-03,normal
2021,3,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1591,109,58.02,0.0,23.39,1.0,26.6,5,1,9827,7447,0,839,59,1482,84.62,23.39,1.0,85,23,1,8929,839,59,0.06851037083595223,0.0031426775612822125,0.0006285355122564425,90.1559633027523,105.51878988418812,35.870029927319365,59.0,10967.0,2021-03,normal
2021,3,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),479,13,6.44,1.0,0.31,1.0,4.25,0,1,1231,502,240,24,26,439,10.690000000000001,0.31,2.0,11,0,2,941,24,266,0.027139874739039668,0.0,0.0020876826722338203,94.6923076923077,88.02619270346116,77.41935483870968,133.0,1471.0,2021-03,normal
2021,3,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),13,4,4.0,0.0,0.0,0.0,0.0,0,0,155,155,0,0,0,0,4.0,0.0,0.0,4,0,0,155,0,0,0.3076923076923077,0.0,0.0,38.75,38.75,0.0,0.0,155.0,2021-03,normal
2021,3,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),1585,173,93.34,0.98,35.02,2.2,41.46,6,4,9188,5163,198,1135,69,2623,134.8,35.02,3.18,135,35,3,7786,1135,267,0.10914826498422713,0.0037854889589905363,0.002523659305993691,53.10982658959538,57.759643916913944,32.410051399200455,83.9622641509434,11228.0,2021-03,normal
2021,3,Republic Airline,JFK,John F. Kennedy International Airport (JFK),398,14,9.91,0.0,2.87,0.0,1.22,0,0,685,471,0,92,0,122,11.13,2.87,0.0,11,3,0,593,92,0,0.035175879396984924,0.0,0.0,48.92857142857143,53.279424977538184,32.05574912891986,0.0,685.0,2021-03,normal
2021,3,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),4,1,0.0,0.0,1.0,0.0,0.0,0,0,15,0,0,15,0,0,0.0,1.0,0.0,0,1,0,0,15,0,0.25,0.0,0.0,15.0,0.0,15.0,0.0,15.0,2021-03,normal
2021,4,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),114,10,3.65,1.0,2.39,1.0,1.97,0,0,522,352,34,47,26,63,5.62,2.39,2.0,6,2,2,415,47,60,0.08771929824561403,0.0,0.0,52.2,73.84341637010677,19.665271966527197,30.0,522.0,2021-04,normal
2021,4,American Airlines,JFK,John F. Kennedy International Airport (JFK),735,83,51.68,0.3,12.37,3.07,15.58,6,0,7958,4870,19,570,127,2372,67.26,12.37,3.3699999999999997,67,12,3,7242,570,146,0.11292517006802721,0.00816326530612245,0.0,95.87951807228916,107.67172167707403,46.079223928860145,43.32344213649852,9038.0,2021-04,normal
2021,4,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1577,147,72.6,1.26,25.94,2.86,44.33,21,0,13500,8535,188,1001,349,3427,116.92999999999999,25.94,4.12,117,26,4,11962,1001,537,0.0932149651236525,0.013316423589093214,0.0,91.83673469387755,102.3005216796374,38.58905165767155,130.3398058252427,17280.0,2021-04,normal
2021,4,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),494,33,12.12,2.44,4.02,0.0,14.42,0,0,3063,1044,779,170,0,1070,26.54,4.02,2.44,27,4,2,2114,170,779,0.06680161943319839,0.0,0.0,92.81818181818181,79.65335342878674,42.28855721393035,319.26229508196724,3063.0,2021-04,normal
2021,4,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),17,1,1.0,0.0,0.0,0.0,0.0,0,0,41,41,0,0,0,0,1.0,0.0,0.0,1,0,0,41,0,0,0.058823529411764705,0.0,0.0,41.0,41.0,0.0,0.0,41.0,2021-04,normal
2021,4,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),1861,298,141.78,12.07,71.48,3.46,69.2,8,0,24026,10812,2783,2819,366,7246,210.98000000000002,71.48,15.530000000000001,211,71,16,18058,2819,3149,0.1601289629231596,0.004298764105319721,0.0,80.6241610738255,85.59105128448194,39.43760492445439,202.76883451384415,25466.0,2021-04,normal
2021,4,Republic Airline,JFK,John F. Kennedy International Airport (JFK),508,28,12.69,1.61,9.65,0.0,4.05,0,0,1444,781,104,317,0,242,16.74,9.65,1.61,17,10,2,1023,317,104,0.05511811023622047,0.0,0.0,51.57142857142857,61.111111111111114,32.84974093264248,64.59627329192546,1444.0,2021-04,normal
2021,4,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),44,5,2.81,0.0,2.11,0.0,0.08,0,1,141,68,0,70,0,3,2.89,2.11,0.0,3,2,0,71,70,0,0.11363636363636363,0.0,0.022727272727272728,28.2,24.567474048442907,33.17535545023697,0.0,381.0,2021-04,normal
2021,5,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),114,8,2.7,0.0,5.3,0.0,0.0,1,1,198,89,0,109,0,0,2.7,5.3,0.0,3,5,0,89,109,0,0.07017543859649122,0.008771929824561403,0.008771929824561403,24.75,32.96296296296296,20.566037735849058,0.0,618.0,2021-05,normal
2021,5,American Airlines,JFK,John F. Kennedy International Airport (JFK),841,101,51.7,3.92,23.64,2.04,19.7,1,0,8173,3702,541,886,114,2930,71.4,23.64,5.96,71,24,6,6632,886,655,0.12009512485136742,0.0011890606420927466,0.0,80.92079207920793,92.88515406162465,37.478849407783414,109.8993288590604,8353.0,2021-05,normal
2021,5,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1831,159,87.76,1.71,23.95,4.04,41.54,0,2,16290,10888,209,678,153,4362,129.3,23.95,5.75,129,24,6,15250,678,362,0.0868377935554342,0.0,0.0010922992900054614,102.45283018867924,117.94276875483371,28.308977035490607,62.95652173913044,16770.0,2021-05,normal
2021,5,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),831,56,18.7,1.13,14.95,0.0,21.21,1,0,3993,1751,55,626,0,1561,39.91,14.95,1.13,40,15,1,3312,626,55,0.06738868832731648,0.0012033694344163659,0.0,71.30357142857143,82.98672012027062,41.87290969899666,48.67256637168142,4173.0,2021-05,normal
2021,5,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),24,2,2.0,0.0,0.0,0.0,0.0,0,2,35,35,0,0,0,0,2.0,0.0,0.0,2,0,0,35,0,0,0.08333333333333333,0.0,0.08333333333333333,17.5,17.5,0.0,0.0,515.0,2021-05,normal
2021,5,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2319,419,217.0,6.18,89.06,4.76,101.99,2,4,25621,14417,430,2974,301,7499,318.99,89.06,10.94,319,89,11,21916,2974,731,0.1806813281586891,0.0008624407072013799,0.0017248814144027599,61.14797136038186,68.70434809868648,33.39321805524366,66.81901279707496,26941.0,2021-05,normal
2021,5,Republic Airline,JFK,John F. Kennedy International Airport (JFK),622,59,28.32,1.09,28.06,0.56,0.98,0,1,3901,3124,29,711,9,28,29.3,28.06,1.6500000000000001,29,28,2,3152,711,38,0.09485530546623794,0.0,0.001607717041800643,66.11864406779661,107.57679180887372,25.33856022808268,23.030303030303028,4141.0,2021-05,normal
2021,5,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),2,2,1.0,0.0,0.5,0.0,0.5,0,0,60,30,0,15,0,15,1.5,0.5,0.0,2,0,0,45,15,0,1.0,0.0,0.0,30.0,30.0,30.0,0.0,60.0,2021-05,normal
2021,5,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),80,2,0.0,0.0,1.0,0.0,1.0,0,0,34,0,0,15,0,19,1.0,1.0,0.0,1,1,0,19,15,0,0.025,0.0,0.0,17.0,19.0,15.0,0.0,34.0,2021-05,normal
2021,6,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),114,34,15.31,0.0,15.14,0.0,3.55,0,0,1889,816,0,566,0,507,18.86,15.14,0.0,19,15,0,1323,566,0,0.2982456140350877,0.0,0.0,55.55882352941177,70.14846235418877,37.38441215323646,0.0,1889.0,2021-06,normal
2021,6,American Airlines,JFK,John F. Kennedy International Airport (JFK),931,232,98.93,12.97,75.54,1.85,42.71,29,6,16523,6339,1997,4419,85,3683,141.64000000000001,75.54,14.82,142,76,15,10022,4419,2082,0.24919441460794844,0.031149301825993556,0.00644468313641246,71.21982758620689,70.7568483479243,58.49880857823669,140.48582995951418,23183.0,2021-06,normal
2021,6,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1715,307,110.93,8.9,112.93,0.0,74.24,0,8,27104,12545,2113,5617,0,6829,185.17000000000002,112.93,8.9,185,113,9,19374,5617,2113,0.17900874635568514,0.0,0.004664723032069971,88.28664495114006,104.62817951071987,49.738776233064726,237.41573033707863,29024.0,2021-06,normal
2021,6,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1225,148,40.48,10.68,52.22,1.0,43.62,7,2,14271,4793,575,4146,18,4739,84.1,52.22,11.68,84,52,12,9532,4146,593,0.12081632653061225,0.005714285714285714,0.0016326530612244899,96.42567567567568,113.34126040428063,79.39486786671773,50.77054794520548,16011.0,2021-06,normal
2021,6,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,10,9.94,0.0,0.0,0.0,0.06,0,0,255,254,0,0,0,1,10.0,0.0,0.0,10,0,0,255,0,0,0.3333333333333333,0.0,0.0,25.5,25.5,0.0,0.0,255.0,2021-06,normal
2021,6,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2749,976,436.44,30.02,209.19,7.3,293.05,17,18,80482,35337,3121,12107,239,29678,729.49,209.19,37.32,729,209,37,65015,12107,3360,0.35503819570753004,0.0061840669334303384,0.0065478355765733,82.4610655737705,89.12390848400938,57.87561546919069,90.03215434083602,87862.0,2021-06,normal
2021,6,Republic Airline,JFK,John F. Kennedy International Airport (JFK),781,140,62.52,8.11,50.61,1.67,17.09,10,3,11519,5853,868,3252,47,1499,79.61,50.61,9.78,80,51,10,7352,3252,915,0.1792573623559539,0.012804097311139564,0.0038412291933418692,82.27857142857142,92.35020726039443,64.25607587433313,93.55828220858896,14039.0,2021-06,normal
2021,6,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),84,15,1.95,0.0,12.06,0.0,0.99,0,0,1026,199,0,368,0,459,2.94,12.06,0.0,3,12,0,658,368,0,0.17857142857142858,0.0,0.0,68.4,223.80952380952382,30.514096185737976,0.0,1026.0,2021-06,normal
2021,7,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),133,35,9.25,1.87,23.87,0.0,0.0,1,3,2007,703,87,1217,0,0,9.25,23.87,1.87,9,24,2,703,1217,87,0.2631578947368421,0.007518796992481203,0.022556390977443608,57.34285714285714,76.0,50.984499371596144,46.524064171122994,2907.0,2021-07,normal
2021,7,American Airlines,JFK,John F. Kennedy International Airport (JFK),990,251,82.85,23.09,75.91,3.83,65.32,12,15,20671,6487,1731,5922,263,6268,148.17,75.91,26.92,148,76,27,12755,5922,1994,0.25353535353535356,0.012121212121212121,0.015151515151515152,82.35458167330677,86.0835526759803,78.01343696482677,74.07132243684993,26431.0,2021-07,normal
2021,7,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1791,341,112.73,19.2,104.2,3.96,100.9,4,30,32172,12164,1156,7457,316,11079,213.63,104.2,23.16,214,104,23,23243,7457,1472,0.1903964265773311,0.002233389168062535,0.01675041876046901,94.34604105571847,108.80026213546786,71.56429942418426,63.55785837651123,40092.0,2021-07,normal
2021,7,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1352,210,40.32,13.45,99.44,0.19,56.6,30,9,20873,3598,2004,9355,7,5909,96.92,99.44,13.639999999999999,97,99,14,9507,9355,2011,0.15532544378698224,0.022189349112426034,0.006656804733727811,99.3952380952381,98.09120924473793,94.07683024939662,147.43401759530792,28433.0,2021-07,normal
2021,7,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,10,8.0,0.0,0.0,0.0,2.0,0,0,344,302,0,0,0,42,10.0,0.0,0.0,10,0,0,344,0,0,0.3225806451612903,0.0,0.0,34.4,34.4,0.0,0.0,344.0,2021-07,normal
2021,7,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3042,1323,480.62,21.64,254.92,6.11,559.71,95,37,139471,48131,3299,20454,369,67218,1040.33,254.92,27.75,1040,255,28,115349,20454,3668,0.4349112426035503,0.031229454306377382,0.012163050624589087,105.42025699168556,110.87731777416782,80.23693707829908,132.18018018018017,165451.0,2021-07,normal
2021,7,Republic Airline,JFK,John F. Kennedy International Airport (JFK),774,172,67.31,10.57,72.08,0.0,22.04,17,6,11949,5501,1113,3753,0,1582,89.35,72.08,10.57,89,72,11,7083,3753,1113,0.2222222222222222,0.021963824289405683,0.007751937984496124,69.47093023255815,79.27252378287633,52.06714761376249,105.2980132450331,16449.0,2021-07,normal
2021,7,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),122,40,5.12,0.0,29.06,0.0,5.82,5,2,2518,206,0,1353,0,959,10.940000000000001,29.06,0.0,11,29,0,1165,1353,0,0.32786885245901637,0.040983606557377046,0.01639344262295082,62.95,106.48994515539304,46.55884377150723,0.0,3898.0,2021-07,normal
2021,8,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),150,37,15.74,1.13,18.24,0.0,1.88,0,2,1660,586,47,792,0,235,17.62,18.24,1.13,18,18,1,821,792,47,0.24666666666666667,0.0,0.013333333333333334,44.86486486486486,46.59477866061294,43.42105263157895,41.59292035398231,2140.0,2021-08,normal
2021,8,American Airlines,JFK,John F. Kennedy International Airport (JFK),1035,239,82.48,22.42,73.12,1.4,59.57,16,6,18998,9090,1764,2930,22,5192,142.05,73.12,23.82,142,73,24,14282,2930,1786,0.23091787439613526,0.015458937198067632,0.005797101449275362,79.48953974895397,100.54206265399506,40.07111597374179,74.97900923593619,23318.0,2021-08,normal
2021,8,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1798,303,126.47,10.07,86.04,4.0,76.41,0,3,25344,14780,487,3587,147,6343,202.88,86.04,14.07,203,86,14,21123,3587,634,0.1685205784204672,0.0,0.0016685205784204673,83.64356435643565,104.1157334384858,41.689911668991165,45.06041222459133,26064.0,2021-08,normal
2021,8,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1092,138,34.53,9.93,68.4,0.45,24.7,2,2,12171,4705,349,4704,101,2312,59.230000000000004,68.4,10.379999999999999,59,68,10,7017,4704,450,0.12637362637362637,0.0018315018315018315,0.0018315018315018315,88.19565217391305,118.47036974506162,68.7719298245614,43.35260115606937,13011.0,2021-08,normal
2021,8,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,9.0,0.0,0.0,0.0,0.0,0,0,302,302,0,0,0,0,9.0,0.0,0.0,9,0,0,302,0,0,0.2903225806451613,0.0,0.0,33.55555555555556,33.55555555555556,0.0,0.0,302.0,2021-08,normal
2021,8,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3046,1019,390.36,19.43,217.85,3.25,388.12,73,16,78365,29985,1314,9911,164,36991,778.48,217.85,22.68,778,218,23,66976,9911,1478,0.3345370978332239,0.02396585686145765,0.005252790544977019,76.90382728164867,86.03432329668071,45.49460638053707,65.16754850088184,95345.0,2021-08,normal
2021,8,Republic Airline,JFK,John F. Kennedy International Airport (JFK),829,169,91.78,9.03,50.06,0.0,18.13,10,2,13715,8944,936,2214,0,1621,109.91,50.06,9.03,110,50,9,10565,2214,936,0.20386007237635706,0.012062726176115802,0.0024125452352231603,81.15384615384616,96.1241015376217,44.226927686775866,103.6544850498339,15995.0,2021-08,normal
2021,8,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),124,31,4.92,0.0,24.39,0.0,1.7,4,0,1277,308,0,690,0,279,6.62,24.39,0.0,7,24,0,587,690,0,0.25,0.03225806451612903,0.0,41.193548387096776,88.67069486404834,28.290282902829027,0.0,1997.0,2021-08,normal
2021,9,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),163,32,10.26,0.8,20.03,0.0,0.9,2,4,1228,479,158,572,0,19,11.16,20.03,0.8,11,20,1,498,572,158,0.19631901840490798,0.012269938650306749,0.024539877300613498,38.375,44.623655913978496,28.55716425361957,197.5,2548.0,2021-09,normal
2021,9,American Airlines,JFK,John F. Kennedy International Airport (JFK),1046,184,61.99,4.42,67.42,6.19,43.98,11,7,17145,7213,957,5102,328,3545,105.97,67.42,10.61,106,67,11,10758,5102,1285,0.17590822179732313,0.010516252390057362,0.006692160611854685,93.17934782608695,101.51929791450411,75.67487392465144,121.11215834118757,20805.0,2021-09,normal
2021,9,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1656,213,79.51,10.21,62.82,1.0,59.47,18,20,28210,10538,3474,5783,41,8374,138.98000000000002,62.82,11.21,139,63,11,18912,5783,3515,0.1286231884057971,0.010869565217391304,0.012077294685990338,132.44131455399062,136.07713340048926,92.05666985036612,313.5593220338983,36250.0,2021-09,normal
2021,9,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1068,105,21.98,8.84,45.43,0.43,28.33,12,0,9111,1210,921,4103,34,2843,50.31,45.43,9.27,50,45,9,4053,4103,955,0.09831460674157304,0.011235955056179775,0.0,86.77142857142857,80.56052474657126,90.31476997578693,103.02049622437973,11271.0,2021-09,normal
