year,month,airline_name,airport_code,airport_name,total_arrival_flights,delayed_arrivals_15_plus,estimated_delayed_arrivals_due_to_airline,estimated_delayed_arrivals_due_to_weather,estimated_delayed_arrivals_due_to_nas,estimated_delayed_arrivals_due_to_security,estimated_delayed_arrivals_due_to_late_aircraft,cancelled_arrivals,diverted_arrivals,total_arrival_delay_minutes,airline_delay_minutes,weather_delay_minutes,nas_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes,internal_ops_count,system_ops_count,external_ops_count,internal_ops_count_rounded,system_ops_count_rounded,external_ops_count_rounded,internal_ops_delay_minutes,system_ops_delay_minutes,external_ops_delay_minutes,delay_rate,cancellation_rate,diversion_rate,avg_delay_minutes_per_delayed_flight,avg_internal_minutes_per_event,avg_system_minutes_per_event,avg_external_minutes_per_event,disruption_impact_minutes,period_label,operational_state
2021,9,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),26,7,7.0,0.0,0.0,0.0,0.0,0,0,200,200,0,0,0,0,7.0,0.0,0.0,7,0,0,200,0,0,0.2692307692307692,0.0,0.0,28.571428571428573,28.571428571428573,0.0,0.0,200.0,2021-09,normal
2021,9,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2787,687,248.6,13.97,200.7,3.66,220.07,78,24,55362,19216,2572,13111,201,20262,468.66999999999996,200.7,17.630000000000003,469,201,18,39478,13111,2773,0.2465016146393972,0.02798708288482239,0.008611410118406888,80.58515283842794,84.23410928798516,65.32635774788241,157.2887124220079,75162.0,2021-09,normal
2021,9,Republic Airline,JFK,John F. Kennedy International Airport (JFK),675,90,45.48,2.69,34.03,0.0,7.79,31,2,6317,3486,319,1789,0,723,53.269999999999996,34.03,2.69,53,34,3,4209,1789,319,0.13333333333333333,0.045925925925925926,0.002962962962962963,70.18888888888888,79.01257743570491,52.57126065236556,118.58736059479554,12377.0,2021-09,normal
2021,9,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),120,20,3.14,0.77,14.94,0.0,1.15,3,2,2361,1418,100,684,0,159,4.29,14.94,0.77,4,15,1,1577,684,100,0.16666666666666666,0.025,0.016666666666666666,118.05,367.5990675990676,45.78313253012048,129.87012987012986,3381.0,2021-09,normal
2021,10,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),162,30,14.82,0.02,9.36,0.0,5.8,0,1,1823,1192,1,380,0,250,20.62,9.36,0.02,21,9,0,1442,380,1,0.18518518518518517,0.0,0.006172839506172839,60.766666666666666,69.93210475266731,40.5982905982906,50.0,2063.0,2021-10,normal
2021,10,American Airlines,JFK,John F. Kennedy International Airport (JFK),1137,187,83.11,2.83,55.99,1.7,43.37,24,5,11414,5509,137,2107,607,3054,126.47999999999999,55.99,4.53,126,56,5,8563,2107,744,0.1644678979771328,0.021108179419525065,0.0043975373790677225,61.037433155080215,67.70240354206199,37.631719949991066,164.23841059602648,16934.0,2021-10,normal
2021,10,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1793,194,87.53,7.77,46.98,1.0,50.71,3,4,22906,11983,2078,2490,75,6280,138.24,46.98,8.77,138,47,9,18263,2490,2153,0.10819854991634133,0.0016731734523145567,0.002230897936419409,118.0721649484536,132.11082175925924,53.00127713920818,245.49600912200685,24406.0,2021-10,normal
2021,10,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1007,74,34.4,3.87,19.96,0.0,15.77,0,0,5062,2307,188,1187,0,1380,50.17,19.96,3.87,50,20,4,3687,1187,188,0.07348560079443893,0.0,0.0,68.4054054054054,73.49013354594379,59.4689378757515,48.57881136950904,5062.0,2021-10,normal
2021,10,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),27,3,3.0,0.0,0.0,0.0,0.0,0,0,51,51,0,0,0,0,3.0,0.0,0.0,3,0,0,51,0,0,0.1111111111111111,0.0,0.0,17.0,17.0,0.0,0.0,51.0,2021-10,normal
2021,10,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2843,518,242.17,5.68,120.57,3.25,146.33,11,11,31356,15731,615,4129,117,10764,388.5,120.57,8.93,388,121,9,26495,4129,732,0.1822018994020401,0.0038691523039043265,0.0038691523039043265,60.53281853281853,68.1981981981982,34.245666417848554,81.97088465845465,35976.0,2021-10,normal
2021,10,Republic Airline,JFK,John F. Kennedy International Airport (JFK),737,91,36.92,1.68,44.71,0.0,7.69,1,0,4524,2517,31,1601,0,375,44.61,44.71,1.68,45,45,2,2892,1601,31,0.12347354138398914,0.0013568521031207597,0.0,49.714285714285715,64.8285137861466,35.80854394989935,18.452380952380953,4704.0,2021-10,normal
2021,10,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),124,16,6.43,0.0,8.6,0.0,0.97,1,2,975,460,0,226,0,289,7.3999999999999995,8.6,0.0,7,9,0,749,226,0,0.12903225806451613,0.008064516129032258,0.016129032258064516,60.9375,101.21621621621622,26.27906976744186,0.0,1635.0,2021-10,normal
2021,11,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),298,34,17.34,0.0,13.75,0.0,2.92,3,1,2093,1268,0,546,0,279,20.259999999999998,13.75,0.0,20,14,0,1547,546,0,0.11409395973154363,0.010067114093959731,0.003355704697986577,61.55882352941177,76.3573543928924,39.70909090909091,0.0,2873.0,2021-11,normal
2021,11,American Airlines,JFK,John F. Kennedy International Airport (JFK),1337,252,117.82,0.0,78.31,4.48,51.39,29,2,15598,8691,0,2557,228,4122,169.20999999999998,78.31,4.48,169,78,4,12813,2557,228,0.18848167539267016,0.02169035153328347,0.0014958863126402393,61.8968253968254,75.72247503102655,32.65227940237517,50.89285714285714,21298.0,2021-11,normal
2021,11,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1861,234,102.76,1.75,65.36,1.86,62.27,1,5,17818,9472,600,2070,70,5606,165.03,65.36,3.6100000000000003,165,65,4,15078,2070,670,0.12573885008060182,0.0005373455131649651,0.0026867275658248252,76.14529914529915,91.36520632612252,31.670746634026926,185.59556786703598,19198.0,2021-11,normal
2021,11,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1243,113,39.93,5.23,36.08,0.0,31.76,1,1,7200,3376,317,1567,0,1940,71.69,36.08,5.23,72,36,5,5316,1567,317,0.09090909090909091,0.0008045052292839903,0.0008045052292839903,63.716814159292035,74.15260147858837,43.431263858093125,60.61185468451242,7620.0,2021-11,normal
2021,11,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),29,7,6.27,0.0,0.0,0.0,0.73,0,0,179,168,0,0,0,11,7.0,0.0,0.0,7,0,0,179,0,0,0.2413793103448276,0.0,0.0,25.571428571428573,25.571428571428573,0.0,0.0,179.0,2021-11,normal
2021,11,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3439,900,330.52,5.83,336.11,3.24,224.3,5,3,50481,20301,3036,10816,212,16116,554.8199999999999,336.11,9.07,555,336,9,36417,10816,3248,0.2617039837161966,0.0014539110206455365,0.0008723466123873219,56.09,65.63750405536932,32.17994109071435,358.10363836824695,52101.0,2021-11,normal
2021,11,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1802,238,69.52,0.39,106.82,1.0,60.27,4,4,11514,3775,16,3612,34,4077,129.79,106.82,1.3900000000000001,130,107,1,7852,3612,50,0.1320754716981132,0.0022197558268590455,0.0022197558268590455,48.378151260504204,60.49772709761923,33.81389252948886,35.97122302158273,13194.0,2021-11,normal
2021,11,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),118,19,10.04,0.0,4.41,0.0,4.55,1,0,2749,1341,0,142,0,1266,14.59,4.41,0.0,15,4,0,2607,142,0,0.16101694915254236,0.00847457627118644,0.0,144.68421052631578,178.6840301576422,32.19954648526077,0.0,2929.0,2021-11,normal
2021,12,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),333,76,39.38,5.57,15.9,0.0,15.15,12,0,5484,2846,861,795,0,982,54.53,15.9,5.57,55,16,6,3828,795,861,0.22822822822822822,0.036036036036036036,0.0,72.15789473684211,70.1998899688245,50.0,154.57809694793536,7644.0,2021-12,normal
2021,12,American Airlines,JFK,John F. Kennedy International Airport (JFK),1367,228,92.74,3.42,61.99,1.48,68.37,19,1,18546,6362,162,1794,30,10198,161.11,61.99,4.9,161,62,5,16560,1794,192,0.1667885881492319,0.013899049012435992,0.000731528895391368,81.34210526315789,102.7869157718329,28.940151637360863,39.18367346938775,22206.0,2021-12,normal
2021,12,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1877,288,120.79,19.5,49.09,2.59,96.03,45,1,26449,15017,1748,1577,104,8003,216.82,49.09,22.09,217,49,22,23020,1577,1852,0.15343633457645178,0.02397442727757059,0.0005327650506126798,91.83680555555556,106.17101743381608,32.12466897535139,83.83884110457221,34789.0,2021-12,normal
2021,12,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1162,93,43.3,2.24,27.88,0.0,19.58,3,0,6641,3624,240,853,0,1924,62.879999999999995,27.88,2.24,63,28,2,5548,853,240,0.08003442340791739,0.0025817555938037868,0.0,71.40860215053763,88.23155216284988,30.595408895265425,107.14285714285714,7181.0,2021-12,normal
2021,12,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,5,3.0,0.0,0.0,0.0,2.0,0,1,247,210,0,0,0,37,5.0,0.0,0.0,5,0,0,247,0,0,0.16129032258064516,0.0,0.03225806451612903,49.4,49.4,0.0,0.0,487.0,2021-12,normal
2021,12,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3482,1205,429.52,9.11,356.11,9.38,400.87,133,7,82455,33868,790,13316,310,34171,830.39,356.11,18.490000000000002,830,356,18,68039,13316,1100,0.34606547960941986,0.03819643882825962,0.002010338885697875,68.42738589211618,81.93619865364468,37.39294038358934,59.49161709031908,108075.0,2021-12,normal
2021,12,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1679,181,55.55,8.02,80.55,0.43,36.45,0,0,7913,2944,608,2308,9,2044,92.0,80.55,8.45,92,81,8,4988,2308,617,0.10780226325193568,0.0,0.0,43.71823204419889,54.21739130434783,28.653010552451896,73.01775147928994,7913.0,2021-12,normal
2021,12,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),121,14,8.46,0.0,1.11,0.0,4.43,7,0,759,297,0,26,0,436,12.89,1.11,0.0,13,1,0,733,26,0,0.11570247933884298,0.05785123966942149,0.0,54.214285714285715,56.86578743211792,23.423423423423422,0.0,2019.0,2021-12,normal
2022,1,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),321,47,13.65,1.0,24.22,0.0,8.13,35,0,2023,886,20,687,0,430,21.78,24.22,1.0,22,24,1,1316,687,20,0.14641744548286603,0.10903426791277258,0.0,43.04255319148936,60.42240587695133,28.364987613542528,20.0,8323.0,2022-01,disrupted
2022,1,American Airlines,JFK,John F. Kennedy International Airport (JFK),1471,187,71.26,3.89,55.55,2.66,53.63,141,2,12185,5560,239,1769,60,4557,124.89000000000001,55.55,6.550000000000001,125,56,7,10117,1769,299,0.12712440516655338,0.09585316111488783,0.0013596193065941536,65.16042780748663,81.00728641204259,31.84518451845185,45.64885496183206,38045.0,2022-01,disrupted
2022,1,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2003,282,124.18,5.79,75.98,1.75,74.3,174,6,21196,11498,1571,2532,87,5508,198.48000000000002,75.98,7.54,198,76,8,17006,2532,1658,0.14078881677483773,0.08686969545681478,0.0029955067398901645,75.16312056737588,85.68117694478032,33.324559094498554,219.89389920424404,53956.0,2022-01,disrupted
2022,1,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1462,213,69.92,7.63,65.92,0.0,69.53,153,0,16405,7278,998,2432,0,5697,139.45,65.92,7.63,139,66,8,12975,2432,998,0.1456908344733242,0.10465116279069768,0.0,77.01877934272301,93.04410182861241,36.89320388349515,130.79947575360418,43945.0,2022-01,disrupted
2022,1,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,16,13.62,1.34,0.0,0.0,1.04,2,0,1091,630,394,0,0,67,14.66,0.0,1.34,15,0,1,697,0,394,0.5161290322580645,0.06451612903225806,0.0,68.1875,47.544338335607094,0.0,294.02985074626866,1451.0,2022-01,disrupted
2022,1,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3865,1231,385.96,15.67,413.94,5.88,409.55,436,8,102629,35730,1858,20710,246,44085,795.51,413.94,21.55,796,414,22,79815,20710,2104,0.3184993531694696,0.11280724450194049,0.002069857697283312,83.37043054427295,100.33186257872309,50.03140551770788,97.63341067285383,183029.0,2022-01,disrupted
2022,1,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1812,285,103.62,12.39,92.93,1.05,75.01,184,1,17115,6888,1291,3242,33,5661,178.63,92.93,13.440000000000001,179,93,13,12549,3242,1324,0.15728476821192053,0.10154525386313466,0.0005518763796909492,60.05263157894737,70.25135755472205,34.886473689874094,98.51190476190476,50475.0,2022-01,disrupted
2022,1,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),123,16,7.99,0.0,4.3,0.0,3.71,8,0,2232,1394,0,204,0,634,11.7,4.3,0.0,12,4,0,2028,204,0,0.13008130081300814,0.06504065040650407,0.0,139.5,173.33333333333334,47.44186046511628,0.0,3672.0,2022-01,disrupted
2022,2,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),297,30,11.73,0.0,15.94,0.0,2.33,3,1,981,444,0,478,0,59,14.06,15.94,0.0,14,16,0,503,478,0,0.10101010101010101,0.010101010101010102,0.003367003367003367,32.7,35.77524893314367,29.98745294855709,0.0,1761.0,2022-02,normal
2022,2,American Airlines,JFK,John F. Kennedy International Airport (JFK),1340,316,110.15,4.66,134.1,4.89,62.2,65,1,21124,8941,392,5078,266,6447,172.35000000000002,134.1,9.55,172,134,10,15388,5078,658,0.23582089552238805,0.048507462686567165,0.0007462686567164179,66.84810126582279,89.28343487090223,37.867263236390755,68.90052356020942,33064.0,2022-02,normal
2022,2,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1851,337,116.85,4.44,100.71,0.0,115.0,12,1,30521,16380,525,4020,0,9596,231.85,100.71,4.44,232,101,4,25976,4020,525,0.18206374932468936,0.006482982171799027,0.0005402485143165856,90.56676557863501,112.03795557472505,39.916592195412576,118.24324324324323,32921.0,2022-02,normal
2022,2,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1398,214,38.79,11.25,75.08,0.0,88.88,49,2,19502,3882,2881,4149,0,8590,127.66999999999999,75.08,11.25,128,75,11,12472,4149,2881,0.1530758226037196,0.035050071530758224,0.001430615164520744,91.13084112149532,97.68935536931151,55.261054874800216,256.0888888888889,28802.0,2022-02,normal
2022,2,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),28,5,5.0,0.0,0.0,0.0,0.0,0,0,142,142,0,0,0,0,5.0,0.0,0.0,5,0,0,142,0,0,0.17857142857142858,0.0,0.0,28.4,28.4,0.0,0.0,142.0,2022-02,normal
2022,2,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3611,1211,415.93,12.64,256.4,5.89,520.14,156,14,95557,35186,1781,11621,421,46548,936.0699999999999,256.4,18.53,936,256,19,81734,11621,2202,0.33536416505123234,0.0432013292716699,0.003877042370534478,78.90751445086705,87.316119520976,45.323712948517944,118.83432271991364,126997.0,2022-02,normal
2022,2,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1652,314,84.52,16.58,113.5,0.49,98.91,48,6,20892,6866,1570,5555,27,6874,183.43,113.5,17.069999999999997,183,114,17,13740,5555,1597,0.1900726392251816,0.029055690072639227,0.0036319612590799033,66.53503184713375,74.9059586763343,48.94273127753304,93.55594610427653,30972.0,2022-02,normal
2022,2,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),112,9,3.04,0.0,4.04,0.0,1.91,1,0,595,348,0,134,0,113,4.95,4.04,0.0,5,4,0,461,134,0,0.08035714285714286,0.008928571428571428,0.0,66.11111111111111,93.13131313131314,33.16831683168317,0.0,775.0,2022-02,normal
2022,3,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),353,75,25.06,0.9,40.9,0.0,8.13,5,1,3052,1017,19,1530,0,486,33.19,40.9,0.9,33,41,1,1503,1530,19,0.21246458923512748,0.014164305949008499,0.0028328611898017,40.693333333333335,45.28472431455258,37.40831295843521,21.11111111111111,4192.0,2022-03,normal
2022,3,American Airlines,JFK,John F. Kennedy International Airport (JFK),1496,281,103.42,1.28,108.21,3.36,64.73,10,5,18797,8854,139,3713,112,5979,168.15,108.21,4.64,168,108,5,14833,3713,251,0.18783422459893048,0.0066844919786096255,0.0033422459893048127,66.8932384341637,88.21290514421646,34.312910082247484,54.0948275862069,21797.0,2022-03,normal
2022,3,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2077,514,168.79,8.57,177.99,0.18,158.48,8,6,38268,16423,846,6910,37,14052,327.27,177.99,8.75,327,178,9,30475,6910,883,0.24747231584015406,0.0038517091959557053,0.002888781896966779,74.45136186770428,93.11883154581844,38.822405753132195,100.91428571428571,41148.0,2022-03,normal
2022,3,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1583,205,55.58,2.15,83.17,0.0,64.1,10,1,13826,5550,91,3914,0,4271,119.67999999999999,83.17,2.15,120,83,2,9821,3914,91,0.12950094756790903,0.006317119393556538,0.0006317119393556538,67.44390243902438,82.06049465240642,47.06023806661056,42.32558139534884,15866.0,2022-03,normal
2022,3,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,8.08,0.0,0.0,0.0,0.92,0,0,504,437,0,0,0,67,9.0,0.0,0.0,9,0,0,504,0,0,0.2903225806451613,0.0,0.0,56.0,56.0,0.0,0.0,504.0,2022-03,normal
2022,3,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3880,1177,465.46,12.74,239.81,6.54,452.45,103,14,95852,39956,1553,10887,337,43119,917.91,239.81,19.28,918,240,19,83075,10887,1890,0.3033505154639175,0.02654639175257732,0.0036082474226804126,81.4375531011045,90.50451569325969,45.39844043200867,98.02904564315352,117752.0,2022-03,normal
2022,3,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1851,322,90.03,7.75,118.26,0.0,105.95,27,4,20035,6756,594,5629,0,7056,195.98000000000002,118.26,7.75,196,118,8,13812,5629,594,0.17396002160994056,0.014586709886547812,0.0021609940572663426,62.22049689440994,70.47657924277986,47.59851175376289,76.64516129032258,25855.0,2022-03,normal
2022,3,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),124,21,7.29,0.0,10.24,0.0,3.47,3,0,1262,605,0,290,0,367,10.76,10.24,0.0,11,10,0,972,290,0,0.1693548387096774,0.024193548387096774,0.0,60.095238095238095,90.33457249070632,28.3203125,0.0,1802.0,2022-03,normal
2022,4,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),352,73,26.95,1.67,21.6,0.0,22.79,19,0,4339,1699,112,1373,0,1155,49.739999999999995,21.6,1.67,50,22,2,2854,1373,112,0.20738636363636365,0.05397727272727273,0.0,59.43835616438356,57.378367511057505,63.56481481481481,67.06586826347306,7759.0,2022-04,normal
2022,4,American Airlines,JFK,John F. Kennedy International Airport (JFK),1359,234,89.05,4.47,72.69,2.14,65.64,28,9,22589,9846,224,4883,85,7551,154.69,72.69,6.609999999999999,155,73,7,17397,4883,309,0.17218543046357615,0.020603384841795438,0.006622516556291391,96.53418803418803,112.463636951322,67.17567753473655,46.74735249621786,29789.0,2022-04,normal
2022,4,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2023,434,134.61,9.61,146.2,0.0,143.58,35,13,33650,10228,1245,9318,0,12859,278.19000000000005,146.2,9.61,278,146,10,23087,9318,1245,0.21453287197231835,0.01730103806228374,0.006426099851705388,77.53456221198157,82.99004277651963,63.73461012311902,129.5525494276795,43070.0,2022-04,normal
2022,4,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1598,162,42.51,5.52,76.84,0.0,37.13,28,0,14195,4776,1289,4664,0,3466,79.64,76.84,5.52,80,77,6,8242,4664,1289,0.10137672090112641,0.017521902377972465,0.0,87.62345679012346,103.49070818684078,60.697553357626234,233.51449275362322,19235.0,2022-04,normal
2022,4,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,8,7.11,0.0,0.0,0.0,0.89,0,0,493,476,0,0,0,17,8.0,0.0,0.0,8,0,0,493,0,0,0.26666666666666666,0.0,0.0,61.625,61.625,0.0,0.0,493.0,2022-04,normal
2022,4,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3756,1346,546.79,24.11,159.6,3.32,612.18,363,16,126319,46885,4012,11156,143,64123,1158.9699999999998,159.6,27.43,1159,160,27,111008,11156,4155,0.35835995740149096,0.09664536741214058,0.004259850905218318,93.8476968796434,95.781599178581,69.8997493734336,151.47648559970835,195499.0,2022-04,normal
2022,4,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1950,307,65.62,5.8,124.32,1.14,110.12,54,1,18802,3199,403,6832,33,8335,175.74,124.32,6.9399999999999995,176,124,7,11534,6832,436,0.15743589743589745,0.027692307692307693,0.0005128205128205128,61.244299674267104,65.631045863207,54.95495495495496,62.824207492795395,28762.0,2022-04,normal
2022,4,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),120,13,8.45,0.0,0.04,0.0,4.51,2,0,1284,823,0,6,0,455,12.959999999999999,0.04,0.0,13,0,0,1278,6,0,0.10833333333333334,0.016666666666666666,0.0,98.76923076923077,98.61111111111111,150.0,0.0,1644.0,2022-04,normal
2022,5,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),371,75,19.16,2.3,36.13,0.78,16.63,11,2,3350,931,64,1374,14,967,35.79,36.13,3.08,36,36,3,1898,1374,78,0.20215633423180593,0.029649595687331536,0.005390835579514825,44.666666666666664,53.03157306510199,38.02933849986161,25.324675324675326,5810.0,2022-05,disrupted
2022,5,American Airlines,JFK,John F. Kennedy International Airport (JFK),1395,327,100.42,17.36,131.61,2.68,74.93,41,8,22880,8779,1601,6361,161,5978,175.35000000000002,131.61,20.04,175,132,20,14757,6361,1762,0.23440860215053763,0.02939068100358423,0.005734767025089606,69.96941896024465,84.15739948674079,48.33219360230985,87.92415169660678,32180.0,2022-05,disrupted
2022,5,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2147,523,183.81,8.29,194.82,0.46,135.61,115,8,36161,17121,534,8952,40,9514,319.42,194.82,8.75,319,195,9,26635,8952,574,0.24359571495109456,0.053563111318118306,0.0037261294829995344,69.1414913957935,83.3855112391209,45.950107791807824,65.6,58781.0,2022-05,disrupted
2022,5,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1773,308,72.59,12.69,133.95,0.0,88.76,92,8,34125,9045,2603,12766,0,9711,161.35000000000002,133.95,12.69,161,134,13,18756,12766,2603,0.17371686407219403,0.05188945290468133,0.0045121263395375075,110.79545454545455,116.24418964982955,95.304217991788,205.12214342001576,52605.0,2022-05,disrupted
2022,5,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,9.0,0.0,0.0,0.0,0.0,0,0,230,230,0,0,0,0,9.0,0.0,0.0,9,0,0,230,0,0,0.2903225806451613,0.0,0.0,25.555555555555557,25.555555555555557,0.0,0.0,230.0,2022-05,disrupted
2022,5,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3913,1177,438.39,25.16,310.36,3.73,399.36,104,26,86778,32236,3118,16429,121,34874,837.75,310.36,28.89,838,310,29,67110,16429,3239,0.3007922310247892,0.026578073089700997,0.006644518272425249,73.72812234494478,80.10743061772605,52.93530094084289,112.11491865697472,111738.0,2022-05,disrupted
2022,5,Republic Airline,JFK,John F. Kennedy International Airport (JFK),2027,521,112.49,16.44,197.76,0.0,194.31,134,8,42235,10795,1927,12460,0,17053,306.8,197.76,16.44,307,198,16,27848,12460,1927,0.25703009373458313,0.06610754810064134,0.003946719289590528,81.06525911708253,90.76923076923076,63.00566343042072,117.21411192214111,68275.0,2022-05,disrupted
2022,5,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),123,21,10.09,0.0,4.7,0.0,6.21,5,1,1143,455,0,175,0,513,16.3,4.7,0.0,16,5,0,968,175,0,0.17073170731707318,0.04065040650406504,0.008130081300813009,54.42857142857143,59.38650306748466,37.234042553191486,0.0,2283.0,2022-05,disrupted
2022,6,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),359,67,20.32,1.85,31.48,0.22,13.14,2,3,4389,1574,132,2086,7,590,33.46,31.48,2.0700000000000003,33,31,2,2164,2086,139,0.18662952646239556,0.005571030640668524,0.008356545961002786,65.50746268656717,64.67423789599522,66.26429479034307,67.14975845410628,5469.0,2022-06,disrupted
2022,6,American Airlines,JFK,John F. Kennedy International Airport (JFK),1339,369,136.45,21.07,105.0,0.75,105.72,93,6,30737,12837,2066,7421,74,8339,242.17,105.0,21.82,242,105,22,21176,7421,2140,0.27557879014189696,0.06945481702763256,0.004480955937266617,83.29810298102981,87.44270553743239,70.67619047619047,98.07516040329972,48917.0,2022-06,disrupted
2022,6,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2283,633,176.44,17.2,267.76,2.49,169.11,183,7,59032,23075,1691,16879,264,17123,345.55,267.76,19.689999999999998,346,268,20,40198,16879,1955,0.27726675427069647,0.08015768725361366,0.0030661410424879547,93.25750394944708,116.33048762841845,63.03779504033463,99.28897917724734,93652.0,2022-06,disrupted
2022,6,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1863,318,80.14,11.74,146.57,0.0,79.54,195,0,35257,9377,1665,15026,0,9189,159.68,146.57,11.74,160,147,12,18566,15026,1665,0.1706924315619968,0.10466988727858294,0.0,110.87106918238993,116.27004008016031,102.5175683973528,141.8228279386712,70357.0,2022-06,disrupted
2022,6,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,10,9.71,0.29,0.0,0.0,0.0,0,0,471,459,12,0,0,0,9.71,0.0,0.29,10,0,0,459,0,12,0.3333333333333333,0.0,0.0,47.1,47.27085478887744,0.0,41.37931034482759,471.0,2022-06,disrupted
2022,6,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3884,1392,461.13,29.74,389.16,5.9,506.07,156,10,140536,48046,5001,34424,197,52868,967.2,389.16,35.64,967,389,36,100914,34424,5198,0.3583934088568486,0.04016477857878476,0.0025746652935118436,100.95977011494253,104.33622828784118,88.45718984479392,145.8473625140292,171016.0,2022-06,disrupted
2022,6,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1593,350,103.34,6.3,158.39,0.0,81.97,108,2,28225,9003,1394,10997,0,6831,185.31,158.39,6.3,185,158,6,15834,10997,1394,0.2197112366603892,0.06779661016949153,0.0012554927809165098,80.64285714285714,85.44600938967136,69.42988825052088,221.26984126984127,48145.0,2022-06,disrupted
2022,6,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),120,19,8.03,0.0,8.58,0.0,2.39,4,1,1324,351,0,704,0,269,10.42,8.58,0.0,10,9,0,620,704,0,0.15833333333333333,0.03333333333333333,0.008333333333333333,69.6842105263158,59.50095969289827,82.05128205128204,0.0,2284.0,2022-06,disrupted
2022,7,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),372,58,17.69,0.0,26.99,0.46,12.86,0,2,2399,705,0,1011,13,670,30.55,26.99,0.46,31,27,0,1375,1011,13,0.15591397849462366,0.0,0.005376344086021506,41.36206896551724,45.00818330605564,37.45831789551686,28.26086956521739,2879.0,2022-07,disrupted
2022,7,American Airlines,JFK,John F. Kennedy International Airport (JFK),1385,366,124.81,14.06,117.25,0.26,109.62,51,5,25924,10864,1151,5783,37,8089,234.43,117.25,14.32,234,117,14,18953,5783,1188,0.2642599277978339,0.0368231046931408,0.0036101083032490976,70.83060109289617,80.84716119950518,49.32196162046908,82.9608938547486,36304.0,2022-07,disrupted
