year,month,airline_name,airport_code,airport_name,total_arrival_flights,delayed_arrivals_15_plus,estimated_delayed_arrivals_due_to_airline,estimated_delayed_arrivals_due_to_weather,estimated_delayed_arrivals_due_to_nas,estimated_delayed_arrivals_due_to_security,estimated_delayed_arrivals_due_to_late_aircraft,cancelled_arrivals,diverted_arrivals,total_arrival_delay_minutes,airline_delay_minutes,weather_delay_minutes,nas_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes
2021,11,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),118,19,10.04,0.0,4.41,0.0,4.55,1,0,2749,1341,0,142,0,1266
2021,12,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),333,76,39.38,5.57,15.9,0.0,15.15,12,0,5484,2846,861,795,0,982
2021,12,American Airlines,JFK,John F. Kennedy International Airport (JFK),1367,228,92.74,3.42,61.99,1.48,68.37,19,1,18546,6362,162,1794,30,10198
2021,12,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1877,288,120.79,19.5,49.09,2.59,96.03,45,1,26449,15017,1748,1577,104,8003
2021,12,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1162,93,43.3,2.24,27.88,0.0,19.58,3,0,6641,3624,240,853,0,1924
2021,12,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,5,3.0,0.0,0.0,0.0,2.0,0,1,247,210,0,0,0,37
2021,12,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3482,1205,429.52,9.11,356.11,9.38,400.87,133,7,82455,33868,790,13316,310,34171
2021,12,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1679,181,55.55,8.02,80.55,0.43,36.45,0,0,7913,2944,608,2308,9,2044
2021,12,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),121,14,8.46,0.0,1.11,0.0,4.43,7,0,759,297,0,26,0,436
2022,1,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),321,47,13.65,1.0,24.22,0.0,8.13,35,0,2023,886,20,687,0,430
2022,1,American Airlines,JFK,John F. Kennedy International Airport (JFK),1471,187,71.26,3.89,55.55,2.66,53.63,141,2,12185,5560,239,1769,60,4557
2022,1,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2003,282,124.18,5.79,75.98,1.75,74.3,174,6,21196,11498,1571,2532,87,5508
2022,1,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1462,213,69.92,7.63,65.92,0.0,69.53,153,0,16405,7278,998,2432,0,5697
2022,1,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,16,13.62,1.34,0.0,0.0,1.04,2,0,1091,630,394,0,0,67
2022,1,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3865,1231,385.96,15.67,413.94,5.88,409.55,436,8,102629,35730,1858,20710,246,44085
2022,1,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1812,285,103.62,12.39,92.93,1.05,75.01,184,1,17115,6888,1291,3242,33,5661
2022,1,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),123,16,7.99,0.0,4.3,0.0,3.71,8,0,2232,1394,0,204,0,634
2022,2,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),297,30,11.73,0.0,15.94,0.0,2.33,3,1,981,444,0,478,0,59
2022,2,American Airlines,JFK,John F. Kennedy International Airport (JFK),1340,316,110.15,4.66,134.1,4.89,62.2,65,1,21124,8941,392,5078,266,6447
2022,2,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),1851,337,116.85,4.44,100.71,0.0,115.0,12,1,30521,16380,525,4020,0,9596
2022,2,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1398,214,38.79,11.25,75.08,0.0,88.88,49,2,19502,3882,2881,4149,0,8590
2022,2,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),28,5,5.0,0.0,0.0,0.0,0.0,0,0,142,142,0,0,0,0
2022,2,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3611,1211,415.93,12.64,256.4,5.89,520.14,156,14,95557,35186,1781,11621,421,46548
2022,2,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1652,314,84.52,16.58,113.5,0.49,98.91,48,6,20892,6866,1570,5555,27,6874
2022,2,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),112,9,3.04,0.0,4.04,0.0,1.91,1,0,595,348,0,134,0,113
2022,3,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),353,75,25.06,0.9,40.9,0.0,8.13,5,1,3052,1017,19,1530,0,486
2022,3,American Airlines,JFK,John F. Kennedy International Airport (JFK),1496,281,103.42,1.28,108.21,3.36,64.73,10,5,18797,8854,139,3713,112,5979
2022,3,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2077,514,168.79,8.57,177.99,0.18,158.48,8,6,38268,16423,846,6910,37,14052
2022,3,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1583,205,55.58,2.15,83.17,0.0,64.1,10,1,13826,5550,91,3914,0,4271
2022,3,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,8.08,0.0,0.0,0.0,0.92,0,0,504,437,0,0,0,67
2022,3,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3880,1177,465.46,12.74,239.81,6.54,452.45,103,14,95852,39956,1553,10887,337,43119
2022,3,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1851,322,90.03,7.75,118.26,0.0,105.95,27,4,20035,6756,594,5629,0,7056
2022,3,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),124,21,7.29,0.0,10.24,0.0,3.47,3,0,1262,605,0,290,0,367
2022,4,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),352,73,26.95,1.67,21.6,0.0,22.79,19,0,4339,1699,112,1373,0,1155
2022,4,American Airlines,JFK,John F. Kennedy International Airport (JFK),1359,234,89.05,4.47,72.69,2.14,65.64,28,9,22589,9846,224,4883,85,7551
2022,4,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2023,434,134.61,9.61,146.2,0.0,143.58,35,13,33650,10228,1245,9318,0,12859
2022,4,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1598,162,42.51,5.52,76.84,0.0,37.13,28,0,14195,4776,1289,4664,0,3466
2022,4,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,8,7.11,0.0,0.0,0.0,0.89,0,0,493,476,0,0,0,17
2022,4,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3756,1346,546.79,24.11,159.6,3.32,612.18,363,16,126319,46885,4012,11156,143,64123
2022,4,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1950,307,65.62,5.8,124.32,1.14,110.12,54,1,18802,3199,403,6832,33,8335
2022,4,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),120,13,8.45,0.0,0.04,0.0,4.51,2,0,1284,823,0,6,0,455
2022,5,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),371,75,19.16,2.3,36.13,0.78,16.63,11,2,3350,931,64,1374,14,967
2022,5,American Airlines,JFK,John F. Kennedy International Airport (JFK),1395,327,100.42,17.36,131.61,2.68,74.93,41,8,22880,8779,1601,6361,161,5978
2022,5,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2147,523,183.81,8.29,194.82,0.46,135.61,115,8,36161,17121,534,8952,40,9514
2022,5,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1773,308,72.59,12.69,133.95,0.0,88.76,92,8,34125,9045,2603,12766,0,9711
2022,5,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,9.0,0.0,0.0,0.0,0.0,0,0,230,230,0,0,0,0
2022,5,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3913,1177,438.39,25.16,310.36,3.73,399.36,104,26,86778,32236,3118,16429,121,34874
2022,5,Republic Airline,JFK,John F. Kennedy International Airport (JFK),2027,521,112.49,16.44,197.76,0.0,194.31,134,8,42235,10795,1927,12460,0,17053
2022,5,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),123,21,10.09,0.0,4.7,0.0,6.21,5,1,1143,455,0,175,0,513
2022,6,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),359,67,20.32,1.85,31.48,0.22,13.14,2,3,4389,1574,132,2086,7,590
2022,6,American Airlines,JFK,John F. Kennedy International Airport (JFK),1339,369,136.45,21.07,105.0,0.75,105.72,93,6,30737,12837,2066,7421,74,8339
2022,6,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2283,633,176.44,17.2,267.76,2.49,169.11,183,7,59032,23075,1691,16879,264,17123
2022,6,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1863,318,80.14,11.74,146.57,0.0,79.54,195,0,35257,9377,1665,15026,0,9189
2022,6,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,10,9.71,0.29,0.0,0.0,0.0,0,0,471,459,12,0,0,0
2022,6,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3884,1392,461.13,29.74,389.16,5.9,506.07,156,10,140536,48046,5001,34424,197,52868
2022,6,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1593,350,103.34,6.3,158.39,0.0,81.97,108,2,28225,9003,1394,10997,0,6831
2022,6,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),120,19,8.03,0.0,8.58,0.0,2.39,4,1,1324,351,0,704,0,269
2022,7,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),372,58,17.69,0.0,26.99,0.46,12.86,0,2,2399,705,0,1011,13,670
2022,7,American Airlines,JFK,John F. Kennedy International Airport (JFK),1385,366,124.81,14.06,117.25,0.26,109.62,51,5,25924,10864,1151,5783,37,8089
2022,7,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2318,515,172.85,10.08,208.49,0.97,122.6,50,10,41027,21033,621,8859,76,10438
2022,7,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),2056,339,101.78,9.83,131.09,0.0,96.3,164,8,31737,11239,672,10642,0,9184
2022,7,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,14,13.0,0.0,0.0,0.0,1.0,0,0,515,491,0,0,0,24
2022,7,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),4064,1349,442.29,31.36,344.49,4.94,525.91,96,15,114603,40584,3240,20408,184,50187
2022,7,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1553,374,81.12,20.57,170.46,0.0,101.85,72,4,27536,6836,1492,9438,0,9770
2022,7,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),120,36,12.13,0.0,11.97,0.0,11.9,0,0,2894,1086,0,667,0,1141
2022,8,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),372,87,13.8,3.8,57.82,0.0,11.59,0,1,4801,850,304,3215,0,432
2022,8,American Airlines,JFK,John F. Kennedy International Airport (JFK),1326,365,107.08,16.61,153.25,1.22,86.84,63,1,25189,7637,1291,8623,40,7598
2022,8,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2282,528,152.75,13.32,220.07,0.0,141.87,40,8,38665,15226,952,10680,0,11807
2022,8,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),2099,356,94.71,16.1,155.0,0.0,90.19,173,0,32296,9725,2429,12537,0,7605
2022,8,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,15,14.32,0.0,0.0,0.0,0.68,0,1,546,510,0,0,0,36
2022,8,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),4086,1456,465.87,31.63,431.98,7.36,519.16,103,2,114607,36166,4976,27031,372,46062
2022,8,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1514,296,78.34,14.86,134.29,1.0,67.51,92,1,19241,5115,1409,7565,22,5130
2022,8,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),124,44,12.46,0.0,26.01,0.0,5.53,2,0,2985,1555,0,1038,0,392
2022,9,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),360,63,20.86,1.89,33.1,0.0,7.15,0,8,2888,1229,96,1264,0,299
2022,9,American Airlines,JFK,John F. Kennedy International Airport (JFK),1229,291,94.66,17.59,121.43,0.86,56.46,17,4,20300,8172,1114,4968,34,6012
2022,9,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2184,406,134.59,14.86,165.13,1.13,90.29,32,8,29967,15108,1108,6006,109,7636
2022,9,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1919,235,67.52,8.48,98.26,0.0,60.74,27,2,17174,5706,629,5625,0,5214
2022,9,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,9,9.0,0.0,0.0,0.0,0.0,0,1,244,244,0,0,0,0
2022,9,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),4081,1224,433.79,34.88,366.86,7.87,380.61,116,13,92611,37132,3171,18314,345,33649
2022,9,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1633,220,49.34,6.61,117.43,0.0,46.62,31,2,12660,2839,713,5795,0,3313
2022,9,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),120,19,5.55,0.0,12.8,0.0,0.65,0,0,1235,842,0,345,0,48
2022,10,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),371,104,30.51,0.0,63.14,0.0,10.35,1,1,4641,1932,0,2211,0,498
2022,10,American Airlines,JFK,John F. Kennedy International Airport (JFK),1273,298,103.07,4.75,135.01,0.19,54.98,4,3,21293,7075,304,4348,8,9558
2022,10,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2346,559,163.43,3.62,279.57,1.0,111.38,12,2,35522,14800,201,10642,23,9856
2022,10,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1958,311,80.87,12.2,155.44,0.0,62.49,21,5,23839,8307,1695,7980,0,5857
2022,10,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,24,22.77,0.0,0.0,0.0,1.23,0,0,849,813,0,0,0,36
2022,10,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),4069,1100,391.94,12.19,409.61,3.35,282.91,50,16,62133,24844,1395,15877,85,19932
2022,10,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1602,303,53.31,8.2,177.85,0.0,63.64,13,3,15384,3240,749,6576,0,4819
2022,10,United Air Lines Network,JFK,John F. Kennedy International Airport (JFK),114,31,10.42,0.0,16.95,0.0,3.63,0,1,1752,817,0,555,0,380
2022,11,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),352,55,12.98,3.49,32.41,0.0,6.11,4,0,2687,716,383,1009,0,579
2022,11,American Airlines,JFK,John F. Kennedy International Airport (JFK),1164,246,83.08,5.86,77.92,0.06,79.08,4,3,22146,8038,506,2693,2,10907
2022,11,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2227,421,133.66,5.62,175.3,0.87,105.54,16,0,26482,11567,562,5658,40,8655
2022,11,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1986,330,62.4,7.26,170.59,0.0,89.75,12,0,21011,5226,647,8479,0,6659
2022,11,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,17,14.64,0.0,0.0,0.0,2.36,0,0,1045,600,0,0,0,445
2022,11,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),4065,1153,459.67,13.61,262.81,3.16,413.74,55,8,83286,36600,1604,11591,81,33410
2022,11,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1499,234,49.31,7.13,127.09,0.0,50.47,1,0,13786,3216,714,6091,0,3765
2022,12,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),366,113,29.84,5.9,44.32,0.0,32.94,20,1,5875,1632,499,1925,0,1819
2022,12,American Airlines,JFK,John F. Kennedy International Airport (JFK),1152,309,93.86,11.01,94.05,0.0,110.08,8,2,23344,8668,987,4272,0,9417
2022,12,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2237,573,184.37,17.68,234.69,0.0,136.26,69,0,39677,15406,2192,11581,0,10498
2022,12,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1847,365,84.28,18.82,200.73,1.0,60.16,75,0,29271,9411,5021,10486,49,4304
2022,12,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,14,12.38,0.0,0.0,0.0,1.62,0,0,600,500,0,0,0,100
2022,12,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3917,1605,531.82,10.82,449.14,2.1,611.12,99,9,125479,43749,1549,21198,130,58853
2022,12,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1417,289,59.96,12.71,174.31,0.76,41.26,39,1,15203,3217,1222,8244,13,2507
2023,1,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),268,72,20.02,0.75,32.17,1.02,18.03,1,5,3783,1183,89,1541,47,923
2023,1,American Airlines,JFK,John F. Kennedy International Airport (JFK),1211,263,67.94,4.56,108.03,4.26,78.21,11,2,20483,7321,283,5451,197,7231
2023,1,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2289,644,188.19,11.47,307.21,0.57,136.56,7,5,40379,14151,2159,13016,45,11008
2023,1,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1636,464,65.2,4.43,257.66,0.2,136.51,20,4,31803,6903,488,12317,19,12076
2023,1,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,7.12,0.0,0.0,0.0,1.88,0,0,601,400,0,0,0,201
2023,1,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3828,1037,387.82,5.55,319.85,5.47,318.31,27,9,81621,32965,770,16145,284,31457
2023,1,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1464,275,41.53,9.75,182.84,0.0,40.88,18,1,16852,2970,959,8924,0,3999
2023,1,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),185,78,56.0,17.0,3.0,2.0,0.0,3,0,6338,4780,1278,197,83,0
2023,2,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),272,46,17.41,1.32,13.53,0.0,13.74,4,0,2607,807,244,457,0,1099
2023,2,American Airlines,JFK,John F. Kennedy International Airport (JFK),1101,235,82.86,5.72,57.88,1.63,86.9,8,1,17868,5998,644,1930,96,9200
2023,2,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2111,496,166.2,9.7,189.46,1.0,129.64,17,1,37223,18233,963,7613,81,10333
2023,2,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1604,211,38.25,9.49,104.65,0.0,58.61,35,1,13455,2957,1822,4234,0,4442
2023,2,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),28,18,15.77,0.59,0.0,0.0,1.64,0,0,684,566,19,0,0,99
2023,2,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3690,909,308.2,15.18,176.23,0.36,409.03,64,3,71991,28170,1687,7649,56,34429
2023,2,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1403,138,33.29,3.15,75.81,0.0,25.75,11,1,6264,2621,184,2130,0,1329
2023,2,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),361,84,54.0,26.0,4.0,0.0,0.0,9,0,4252,2576,1365,311,0,0
2023,3,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),372,45,6.01,4.96,16.18,0.0,17.84,2,2,2437,191,694,665,0,887
2023,3,American Airlines,JFK,John F. Kennedy International Airport (JFK),1221,258,91.07,6.01,60.83,1.79,98.32,4,4,23760,10839,887,2256,86,9692
2023,3,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2423,621,202.97,7.94,230.54,0.0,179.55,62,3,44537,21565,895,9126,0,12951
2023,3,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1755,288,55.43,4.52,147.86,0.0,80.19,18,0,17888,4962,432,5946,0,6548
2023,3,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,15,10.27,0.0,0.0,0.0,4.73,0,1,770,504,0,0,0,266
2023,3,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),4372,1384,468.62,13.55,267.52,6.61,627.69,81,8,112342,42085,2056,11592,245,56364
2023,3,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1541,202,41.44,7.35,122.39,0.0,30.82,23,1,9428,2336,431,4913,0,1748
2023,3,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),451,118,89.0,27.0,2.0,0.0,0.0,4,0,7197,4849,1875,473,0,0
2023,4,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),360,77,13.79,4.56,46.03,0.8,11.82,2,0,4458,746,540,2466,16,690
2023,4,American Airlines,JFK,John F. Kennedy International Airport (JFK),1162,327,83.88,5.85,151.31,0.62,85.34,11,6,32051,11281,302,8609,25,11834
2023,4,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2359,689,209.31,9.14,322.15,0.0,148.4,97,9,51614,18573,867,18264,0,13910
2023,4,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1766,338,60.15,8.62,170.73,0.73,97.77,41,5,26675,4838,1136,13055,11,7635
2023,4,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,26,21.98,0.0,0.0,0.0,4.02,0,0,1886,1628,0,0,0,258
2023,4,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),4067,1394,456.55,28.38,370.09,5.5,533.48,139,11,128747,43501,2860,27595,235,54556
2023,4,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1473,241,46.84,9.73,114.81,0.18,69.44,54,6,17265,2819,1147,6835,9,6455
2023,4,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),419,104,68.0,27.0,8.0,1.0,0.0,14,0,8324,4538,2626,1123,37,0
2023,5,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),372,105,22.29,2.37,60.57,1.0,18.77,0,0,4931,1334,628,1756,223,990
2023,5,American Airlines,JFK,John F. Kennedy International Airport (JFK),1204,232,100.87,7.61,68.75,1.0,53.77,4,1,16048,9162,491,2537,64,3794
2023,5,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2555,407,163.16,11.54,145.13,2.44,84.73,21,4,26583,13114,1866,4639,66,6898
2023,5,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1755,178,42.22,4.44,82.97,0.0,48.37,6,3,8039,2387,199,2515,0,2938
2023,5,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,22,18.63,0.29,0.0,0.6,2.48,0,0,1143,956,16,0,29,142
2023,5,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3940,1012,396.16,20.13,217.79,0.38,377.54,32,4,77196,32373,2137,9615,10,33061
2023,5,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1516,153,40.05,2.22,85.3,1.29,24.14,4,2,6526,2171,126,2606,54,1569
2023,5,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),452,82,66.0,15.0,1.0,0.0,0.0,0,0,5150,4436,687,27,0,0
2023,6,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),358,137,14.4,5.59,87.5,0.47,29.03,0,1,7465,744,942,4352,16,1411
2023,6,American Airlines,JFK,John F. Kennedy International Airport (JFK),1167,362,104.78,17.94,138.94,1.0,99.34,24,4,32260,9074,2752,7737,25,12672
2023,6,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2472,706,238.09,29.13,264.79,3.22,170.76,63,6,60887,24931,3736,15790,253,16177
2023,6,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1548,223,59.78,10.76,95.0,0.0,57.47,132,3,22255,5677,1200,9865,0,5513
2023,6,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,19,16.41,0.0,0.0,0.0,2.59,0,0,786,641,0,0,0,145
2023,6,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3532,1305,360.34,38.69,368.93,4.75,532.3,181,12,139703,40628,5297,30069,229,63480
2023,6,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1561,313,45.82,21.07,169.45,0.81,75.85,107,2,23679,3384,3098,10470,22,6705
2023,6,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),353,79,53.0,17.0,9.0,0.0,0.0,21,0,6661,4068,1790,803,0,0
2023,7,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),369,135,20.43,13.7,73.25,0.0,27.62,1,4,12555,1703,1829,7363,0,1660
2023,7,American Airlines,JFK,John F. Kennedy International Airport (JFK),1202,415,92.07,25.62,215.04,0.51,81.75,46,7,42811,9141,2810,15598,11,15251
2023,7,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2583,709,190.49,31.21,273.34,0.0,213.95,68,26,64757,23478,2411,19196,0,19672
2023,7,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1549,320,57.5,26.54,145.03,0.0,90.93,206,5,32982,5511,4841,13643,0,8987
2023,7,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,12,7.93,0.0,0.0,0.0,4.07,0,1,411,307,0,0,0,104
2023,7,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3494,1612,436.9,26.61,434.12,1.45,712.92,368,32,201189,63384,4862,40085,76,92782
2023,7,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1604,353,60.65,37.56,181.35,0.0,73.45,196,10,28866,5009,5634,11974,0,6249
2023,7,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),355,101,45.0,33.0,23.0,0.0,0.0,44,2,12328,5187,5085,2056,0,0
2023,8,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),372,68,12.39,3.1,37.77,0.0,14.74,1,1,2948,656,140,1524,0,628
2023,8,American Airlines,JFK,John F. Kennedy International Airport (JFK),1220,307,108.58,16.89,88.99,1.73,90.82,8,2,27925,10897,2402,4092,41,10493
2023,8,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2527,442,160.43,15.88,120.59,1.0,144.1,19,3,41797,21454,2364,5403,27,12549
2023,8,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1576,213,49.85,13.99,76.24,0.1,72.82,32,0,21184,6213,2806,5420,5,6740
2023,8,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,8.47,0.0,0.0,0.0,0.53,0,0,280,262,0,0,0,18
2023,8,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3466,1223,385.04,21.57,221.4,2.12,592.87,109,3,113183,39141,2478,12126,148,59290
2023,8,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1589,263,46.8,16.08,124.94,2.66,72.52,28,2,19027,4356,1207,7039,59,6366
2023,8,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),349,55,26.0,20.0,8.0,1.0,0.0,8,0,5984,3302,1902,607,173,0
2023,9,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),359,99,17.86,11.61,50.69,0.0,18.84,2,6,7235,1269,1561,3375,0,1030
2023,9,American Airlines,JFK,John F. Kennedy International Airport (JFK),1219,281,70.64,21.39,135.32,0.72,52.94,24,14,23498,5772,1919,9765,13,6029
2023,9,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2458,523,146.11,17.19,239.93,1.0,118.76,69,30,48046,17459,1707,15256,105,13519
2023,9,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1514,232,46.82,13.08,106.63,0.0,65.48,152,6,25865,5068,3485,11933,0,5379
2023,9,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,10,9.84,0.0,0.0,0.0,0.16,0,1,451,446,0,0,0,5
2023,9,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3229,1265,358.58,12.44,332.26,1.14,560.58,138,15,151148,52754,2436,30528,29,65401
2023,9,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1539,216,45.96,9.63,105.21,0.0,55.2,149,6,17381,2086,890,9688,0,4717
