year,month,airline_name,airport_code,airport_name,total_arrival_flights,delayed_arrivals_15_plus,estimated_delayed_arrivals_due_to_airline,estimated_delayed_arrivals_due_to_weather,estimated_delayed_arrivals_due_to_nas,estimated_delayed_arrivals_due_to_security,estimated_delayed_arrivals_due_to_late_aircraft,cancelled_arrivals,diverted_arrivals,total_arrival_delay_minutes,airline_delay_minutes,weather_delay_minutes,nas_delay_minutes,security_delay_minutes,late_aircraft_delay_minutes
2023,9,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),413,91,59.0,17.0,14.0,1.0,0.0,37,0,8123,4725,1333,2037,28,0
2023,10,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),372,72,9.94,0.13,49.8,1.0,11.13,0,2,2813,826,16,1493,17,461
2023,10,American Airlines,JFK,John F. Kennedy International Airport (JFK),1190,173,66.08,3.72,60.43,1.0,41.77,0,2,10798,3771,144,2053,25,4805
2023,10,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2558,256,105.4,2.66,79.47,2.0,66.48,0,3,17743,10782,336,2466,125,4034
2023,10,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1558,131,38.98,4.63,44.03,0.0,43.36,0,5,8632,3538,288,1998,0,2808
2023,10,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,9.0,0.0,0.0,0.0,0.0,0,0,556,556,0,0,0,0
2023,10,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3329,949,336.82,5.01,172.05,0.17,434.96,11,4,79653,35908,421,6786,18,36520
2023,10,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1455,129,33.05,1.25,51.39,0.0,43.31,0,2,7920,1874,31,2669,0,3346
2023,10,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),420,70,49.0,15.0,6.0,0.0,0.0,0,0,5335,4403,626,306,0,0
2023,11,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),347,54,11.96,1.22,25.32,0.0,15.49,0,0,2254,780,25,794,0,655
2023,11,American Airlines,JFK,John F. Kennedy International Airport (JFK),1183,179,59.47,1.98,71.6,2.59,43.36,0,5,11043,5439,91,1941,59,3513
2023,11,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2473,241,92.16,3.65,84.89,0.0,60.31,0,3,14557,6812,232,2444,0,5069
2023,11,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1575,119,41.06,6.9,37.27,0.0,33.77,0,0,7482,4302,313,1080,0,1787
2023,11,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,5,5.0,0.0,0.0,0.0,0.0,0,2,216,216,0,0,0,0
2023,11,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3277,790,323.68,6.46,167.37,3.22,289.27,6,5,59170,29824,577,6185,74,22510
2023,11,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1154,77,19.88,0.0,40.27,0.18,16.68,0,0,3576,943,0,1301,8,1324
2023,11,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),483,63,31.03,13.93,17.1,0.95,0.0,0,0,4027,2229,1025,747,26,0
2023,12,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),346,96,15.51,2.18,70.86,0.0,7.45,0,2,3836,785,140,2372,0,539
2023,12,American Airlines,JFK,John F. Kennedy International Airport (JFK),1237,255,85.08,2.18,126.39,2.06,39.28,0,2,17606,10214,75,3851,45,3421
2023,12,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2622,334,118.41,4.29,125.89,1.6,83.81,3,5,19255,8095,288,4026,175,6671
2023,12,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1484,166,48.06,7.7,56.57,0.0,53.67,19,0,17136,5363,1192,4514,0,6067
2023,12,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,13,11.0,0.0,0.0,0.0,2.0,0,0,409,362,0,0,0,47
2023,12,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3200,992,344.65,7.23,301.18,0.95,337.99,14,5,78842,32809,609,13890,35,31499
2023,12,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1132,128,36.52,5.13,58.45,1.0,26.9,13,0,7219,2018,312,2568,30,2291
2023,12,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),360,56,25.24,10.02,20.74,0.0,0.0,5,0,3788,1690,1014,1084,0,0
2024,1,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),239,41,9.64,3.59,15.76,0.0,12.0,85,1,2973,783,498,535,0,1157
2024,1,American Airlines,JFK,John F. Kennedy International Airport (JFK),1295,293,103.67,15.31,81.22,1.29,91.51,11,4,28803,12436,1852,3632,47,10836
2024,1,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2384,458,161.89,18.24,161.74,0.0,116.13,7,13,33929,13591,4471,7616,0,8251
2024,1,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1428,276,64.68,15.91,90.86,0.0,104.55,69,1,28959,8745,3167,7085,0,9962
2024,1,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,7.0,0.0,0.0,0.0,2.0,0,0,319,251,0,0,0,68
2024,1,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2690,747,250.25,11.78,187.99,0.0,296.98,48,9,64287,24736,1306,9543,0,28702
2024,1,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1195,179,45.35,12.74,71.83,0.69,48.39,44,0,12962,3964,1452,3724,27,3795
2024,1,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),205,61,39.57,7.51,13.92,0.0,0.0,24,2,7345,5139,840,1366,0,0
2024,2,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),225,46,13.89,0.0,19.4,0.0,12.71,6,1,2340,1019,0,701,0,620
2024,2,American Airlines,JFK,John F. Kennedy International Airport (JFK),1207,222,85.76,1.26,57.52,2.94,74.52,4,4,20237,8915,1149,1828,205,8140
2024,2,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2214,340,132.2,7.68,123.93,2.97,73.22,17,10,24033,13545,1373,3649,204,5262
2024,2,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1410,167,29.83,6.91,62.05,0.0,68.21,23,1,12568,3381,760,2707,0,5720
2024,2,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),29,6,3.63,0.0,1.0,0.0,1.37,1,0,278,211,0,18,0,49
2024,2,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2675,660,235.63,3.81,142.16,1.6,276.8,57,5,53042,21502,210,5343,38,25949
2024,2,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1232,99,27.68,3.99,45.08,0.0,22.26,15,2,4821,1476,286,1489,0,1570
2024,2,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),257,31,21.6,4.98,4.42,0.0,0.0,4,1,2057,995,755,307,0,0
2024,3,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),312,84,20.19,1.0,32.94,0.0,29.87,3,0,4313,1575,28,1393,0,1317
2024,3,American Airlines,JFK,John F. Kennedy International Airport (JFK),1274,334,95.37,13.69,123.51,2.09,99.34,9,5,31305,9754,1313,6551,63,13624
2024,3,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2500,475,164.64,17.07,190.81,1.0,101.48,2,12,29728,12409,1435,8244,53,7587
2024,3,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1471,224,57.07,8.84,94.33,0.79,62.97,3,3,18542,6655,673,6469,19,4726
2024,3,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,10,7.45,0.0,0.0,0.0,2.55,0,0,422,206,0,0,0,216
2024,3,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3063,963,295.81,6.08,229.35,0.0,431.75,60,11,98360,32829,1919,13275,0,50337
2024,3,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1389,155,24.36,7.39,98.52,0.0,24.73,3,1,10116,1177,991,6049,0,1899
2024,3,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),122,18,7.0,2.56,8.44,0.0,0.0,0,0,1289,390,269,630,0,0
2024,4,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),329,79,17.16,1.59,32.58,0.12,27.55,0,3,4602,1064,215,1816,5,1502
2024,4,American Airlines,JFK,John F. Kennedy International Airport (JFK),1191,238,81.16,10.63,67.7,1.54,76.96,7,6,19965,7275,1691,3296,78,7625
2024,4,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2540,509,182.99,11.09,194.51,1.0,119.41,7,3,45185,23256,2239,10342,36,9312
2024,4,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1474,239,45.49,11.98,112.9,0.0,68.62,24,2,23515,5638,1058,9774,0,7045
2024,4,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,13,9.34,0.0,0.0,0.0,3.66,0,0,421,244,0,0,0,177
2024,4,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3074,660,207.67,5.06,160.98,1.0,285.29,51,11,56121,21834,406,9103,88,24690
2024,4,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1314,187,32.5,9.12,112.28,0.05,33.05,19,3,10549,2594,445,5132,3,2375
2024,4,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),201,50,34.51,5.29,10.2,0.0,0.0,1,1,2903,1845,450,608,0,0
2024,5,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),341,104,23.13,1.0,46.37,0.33,33.16,2,1,4861,1353,32,1970,15,1491
2024,5,American Airlines,JFK,John F. Kennedy International Airport (JFK),1229,349,120.51,11.36,83.0,0.09,134.04,14,5,34414,11362,1285,4393,6,17368
2024,5,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2679,603,184.36,18.93,210.3,0.9,188.51,2,21,46531,20316,1653,10286,27,14249
2024,5,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1504,248,47.67,15.28,99.42,0.99,84.65,27,1,24555,5331,2563,7919,68,8674
2024,5,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,8,7.57,0.0,0.0,0.43,0.0,0,0,274,262,0,0,12,0
2024,5,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3191,800,269.32,10.42,217.11,1.67,301.47,30,13,66709,22236,1128,14256,53,29036
2024,5,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1400,222,55.84,8.75,113.44,1.0,42.97,19,2,16903,4012,1194,8078,75,3544
2024,5,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),248,71,37.74,6.6,26.67,0.0,0.0,2,0,5795,2614,760,2421,0,0
2024,6,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),348,99,23.5,9.95,42.27,0.0,23.28,2,1,7495,1285,1796,3419,0,995
2024,6,American Airlines,JFK,John F. Kennedy International Airport (JFK),1135,347,96.92,17.22,117.93,0.29,114.64,28,13,38827,13526,2377,8623,14,14287
2024,6,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2585,627,177.79,26.82,269.87,0.0,152.52,13,22,53643,20454,2968,18732,0,11489
2024,6,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1516,321,76.2,10.69,123.82,0.0,110.29,105,3,25537,6439,1150,9079,0,8869
2024,6,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),50,21,9.22,0.0,8.77,0.0,3.01,1,1,1405,456,0,603,0,346
2024,6,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,10,8.14,0.0,0.0,0.37,1.49,0,0,291,222,0,0,7,62
2024,6,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3091,915,282.67,15.95,275.64,1.52,339.22,112,27,92800,33264,2181,23776,76,33503
2024,6,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1416,256,61.38,14.98,134.09,0.93,44.61,79,4,16857,3662,1658,7670,91,3776
2024,6,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),288,85,57.02,11.25,16.73,0.0,0.0,20,1,8895,5786,1315,1794,0,0
2024,7,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),372,138,19.77,3.75,82.11,0.0,32.36,1,0,7552,978,326,4395,0,1853
2024,7,American Airlines,JFK,John F. Kennedy International Airport (JFK),1167,341,85.66,16.63,109.48,1.68,127.55,24,8,36903,10232,1674,7475,55,17467
2024,7,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2688,780,294.35,18.07,242.74,0.55,224.29,142,24,77694,40097,1016,14289,121,22171
2024,7,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1605,415,98.05,11.11,136.71,0.0,169.13,147,4,43748,11380,1489,11363,0,19516
2024,7,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),62,34,13.99,0.0,10.8,0.0,9.22,0,0,2894,1626,0,381,0,887
2024,7,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,14,13.09,0.0,0.0,0.91,0.0,0,0,486,415,0,0,71,0
2024,7,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3198,1016,305.78,18.31,285.38,0.08,406.46,73,17,94990,35325,1522,19613,5,38525
2024,7,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1434,347,74.7,15.94,170.76,0.39,85.21,43,2,28581,5892,1740,12886,33,8030
2024,7,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),310,88,51.28,13.67,22.84,0.21,0.0,7,2,8731,4808,1691,2212,20,0
2024,8,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),346,112,25.22,8.11,61.24,0.04,17.39,6,2,7409,1109,1105,4082,6,1107
2024,8,American Airlines,JFK,John F. Kennedy International Airport (JFK),1189,325,74.95,20.01,121.96,0.82,107.25,63,12,28268,6300,4012,6913,80,10963
2024,8,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2610,665,188.52,27.28,273.13,0.41,175.65,75,25,60459,22049,2646,19565,33,16166
2024,8,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1612,336,79.74,15.98,129.22,0.0,111.06,186,1,35247,9912,3655,11824,0,9856
2024,8,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),100,24,13.73,0.79,1.71,0.0,7.76,3,0,1696,1064,50,68,0,514
2024,8,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,8,7.31,0.0,0.0,0.0,0.69,0,0,257,210,0,0,0,47
2024,8,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3218,1067,315.58,25.18,262.17,1.99,462.08,216,18,113727,42530,2120,21859,131,47087
2024,8,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1440,277,61.55,21.07,136.0,0.0,58.38,129,6,21140,4219,3159,8305,0,5457
2024,8,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),310,85,46.65,15.2,23.15,0.0,0.0,22,1,7738,3718,1921,2099,0,0
2024,9,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),299,71,22.55,0.0,40.16,1.0,7.29,0,0,2772,1437,0,1047,35,253
2024,9,American Airlines,JFK,John F. Kennedy International Airport (JFK),1218,186,63.51,8.39,67.4,0.13,46.58,3,3,18987,10438,769,2258,4,5518
2024,9,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2539,351,121.39,6.34,125.2,0.0,98.06,8,3,24465,12329,296,4342,0,7498
2024,9,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1411,148,53.07,1.67,51.96,0.0,41.3,3,0,11972,5216,541,2997,0,3218
2024,9,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),118,17,8.97,0.0,2.17,0.0,5.86,1,0,1390,807,0,67,0,516
2024,9,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,7,6.08,0.0,0.0,0.0,0.92,0,0,203,167,0,0,0,36
2024,9,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2890,513,224.62,4.49,120.78,1.46,161.65,13,7,39411,21791,251,4224,56,13089
2024,9,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1571,174,40.08,8.09,86.85,0.0,38.98,1,1,10398,2312,916,3579,0,3591
2024,9,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),284,29,16.72,8.2,4.08,0.0,0.0,0,0,1724,1071,418,235,0,0
2024,10,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),287,64,8.03,0.0,43.41,0.09,12.47,1,0,2064,280,0,1253,3,528
2024,10,American Airlines,JFK,John F. Kennedy International Airport (JFK),1280,184,78.37,1.09,58.16,0.0,46.38,3,0,10615,4335,52,1630,0,4598
2024,10,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2632,337,118.03,2.22,131.7,0.65,84.4,23,5,23592,12047,258,3469,80,7738
2024,10,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1488,117,46.44,4.11,33.49,0.0,32.96,0,0,8719,4774,407,1058,0,2480
2024,10,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),134,18,10.86,0.0,3.28,0.0,3.86,1,0,1218,804,0,93,0,321
2024,10,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,11,10.0,0.0,0.0,0.0,1.0,0,0,478,454,0,0,0,24
2024,10,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2981,427,203.93,2.39,95.44,0.87,124.37,44,1,27781,15806,252,2950,76,8697
2024,10,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1610,136,41.32,6.21,65.25,0.0,23.23,0,0,6714,3131,401,1805,0,1377
2024,10,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),283,28,21.17,3.94,2.89,0.0,0.0,0,0,1593,1360,161,72,0,0
2024,11,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),331,43,13.29,0.0,18.4,1.0,10.31,1,0,2105,761,0,882,46,416
2024,11,American Airlines,JFK,John F. Kennedy International Airport (JFK),1169,155,65.58,0.55,37.25,0.56,51.06,5,2,10475,4247,38,1533,9,4648
2024,11,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2497,247,96.41,5.0,72.45,1.0,72.14,1,1,17226,8809,818,2803,17,4779
2024,11,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1213,91,20.6,5.82,41.07,0.0,23.51,0,1,4999,1265,357,2032,0,1345
2024,11,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),180,27,11.18,0.0,5.67,0.0,10.15,0,0,1292,414,0,147,0,731
2024,11,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,12,11.95,0.0,0.0,0.0,0.05,0,0,556,555,0,0,0,1
2024,11,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2884,437,202.31,1.7,100.56,1.83,130.61,0,3,28765,14724,56,3596,29,10360
2024,11,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1615,153,59.18,2.07,67.98,0.0,23.77,0,0,7699,3362,128,2504,0,1705
2024,11,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),222,34,19.43,8.05,6.52,0.0,0.0,0,0,1618,930,361,327,0,0
2024,12,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),356,105,18.7,5.69,55.07,0.0,25.54,1,0,5740,1437,376,2304,0,1623
2024,12,American Airlines,JFK,John F. Kennedy International Airport (JFK),1155,258,70.5,5.37,94.54,1.24,86.36,2,2,22404,6889,374,5933,37,9171
2024,12,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2575,576,201.1,8.55,218.58,1.64,146.13,1,2,42690,18362,2435,9981,178,11734
2024,12,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1004,232,56.29,10.58,92.18,0.0,72.95,4,0,20067,4901,1333,6394,0,7439
2024,12,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),186,51,19.24,1.26,21.39,0.0,9.11,0,0,2176,1046,89,625,0,416
2024,12,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,18,17.19,0.0,0.0,0.0,0.81,0,0,691,656,0,0,0,35
2024,12,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3142,887,289.74,3.37,245.13,0.03,348.72,33,5,70865,22955,442,12582,3,34883
2024,12,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1621,357,86.05,13.87,177.89,1.0,78.19,9,1,22733,5734,907,10517,19,5556
2024,12,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),201,47,28.09,6.83,12.08,0.0,0.0,2,0,5089,3307,634,1148,0,0
2025,1,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),225,30,9.76,0.0,14.47,0.0,5.77,0,0,1203,513,0,440,0,250
2025,1,American Airlines,JFK,John F. Kennedy International Airport (JFK),1195,180,55.02,5.71,49.28,0.36,69.62,9,6,14175,3789,543,2914,28,6901
2025,1,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2386,432,147.85,14.46,135.54,0.0,134.15,27,7,39187,18324,3672,5970,0,11221
2025,1,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1273,262,54.86,12.97,85.66,0.0,108.51,29,0,24190,6559,2350,4379,0,10902
2025,1,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),186,35,18.77,0.0,9.41,0.0,6.82,4,0,2539,1510,0,339,0,690
2025,1,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,13,10.49,1.0,0.97,0.0,0.53,0,0,805,609,123,34,0,39
2025,1,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2578,481,160.02,3.95,132.73,0.54,183.76,43,2,34108,10729,678,5992,18,16691
2025,1,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1592,242,65.45,15.16,99.58,1.0,60.81,61,2,15937,5848,1320,4421,88,4260
2025,1,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),132,31,17.8,6.83,6.37,0.0,0.0,4,0,1431,805,301,325,0,0
2025,2,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),219,42,11.75,4.6,19.83,1.0,4.81,4,1,2081,575,333,907,21,245
2025,2,American Airlines,JFK,John F. Kennedy International Airport (JFK),1090,206,61.4,1.84,75.29,0.96,66.51,23,5,17523,5854,55,3997,24,7593
2025,2,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2152,418,120.44,10.62,138.78,0.0,148.16,10,3,34399,12248,2812,8487,0,10852
2025,2,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1246,273,35.18,13.77,115.23,1.0,107.82,48,1,20840,3353,945,8372,55,8115
2025,2,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),168,27,10.46,0.73,5.43,0.0,10.37,2,0,1639,799,47,139,0,654
2025,2,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),28,5,4.0,0.0,1.0,0.0,0.0,0,0,199,159,0,40,0,0
2025,2,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2626,573,145.8,5.36,171.81,0.92,249.11,57,0,51360,13233,1286,11314,77,25450
2025,2,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1458,268,61.95,10.76,101.2,0.0,94.09,62,1,19228,4695,1352,6807,0,6374
2025,2,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),112,23,13.75,4.26,4.99,0.0,0.0,1,1,1257,625,276,356,0,0
2025,3,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),319,101,17.0,1.69,70.61,0.0,11.71,0,2,5908,1536,203,3270,0,899
2025,3,American Airlines,JFK,John F. Kennedy International Airport (JFK),1210,275,73.62,7.13,114.23,1.56,78.45,6,13,24890,8706,858,7104,57,8165
2025,3,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2476,541,151.83,11.58,247.11,0.0,130.48,16,13,45883,15680,3155,16042,0,11006
2025,3,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1622,270,54.69,10.03,111.05,0.0,94.23,28,4,25055,6027,1587,10287,0,7154
2025,3,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),191,54,19.34,0.53,20.73,0.0,13.4,2,0,3684,1356,73,833,0,1422
2025,3,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,9,6.46,1.0,0.22,0.0,1.31,0,0,758,505,107,24,0,122
2025,3,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3025,634,196.07,8.18,204.78,0.0,224.97,28,8,57492,16663,973,16313,0,23543
2025,3,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1332,228,56.98,9.17,114.07,0.0,47.78,16,3,16584,4120,1100,7775,0,3589
2025,3,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),149,36,21.73,5.12,9.16,0.0,0.0,0,0,3265,1917,468,880,0,0
2025,4,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),338,70,13.29,0.55,44.76,0.0,11.4,1,1,3047,906,22,1751,0,368
2025,4,American Airlines,JFK,John F. Kennedy International Airport (JFK),1137,233,61.94,7.54,87.12,0.0,76.4,8,3,18334,4271,435,3334,0,10294
2025,4,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2474,410,155.15,9.09,131.37,0.34,114.05,10,6,30971,17755,1081,4652,40,7443
2025,4,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1642,277,58.43,10.84,89.87,0.86,117.0,14,1,22735,6152,1486,4829,155,10113
2025,4,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),231,63,17.19,1.57,25.4,0.0,18.84,0,0,4987,1488,442,1118,0,1939
2025,4,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),30,17,14.09,0.0,0.81,1.19,0.9,0,0,616,425,0,56,24,111
2025,4,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),2985,518,156.2,2.64,194.35,0.41,164.41,13,4,33327,8938,603,9530,7,14249
2025,4,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1280,213,62.96,8.92,104.41,0.14,36.56,3,2,13248,4632,659,5148,19,2790
2025,4,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),152,35,19.33,2.97,12.71,0.0,0.0,2,0,1843,1156,132,555,0,0
2025,5,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),341,141,16.68,3.4,107.41,0.0,13.51,2,1,7027,947,506,4915,0,659
2025,5,American Airlines,JFK,John F. Kennedy International Airport (JFK),1224,364,85.74,15.67,185.37,3.07,74.15,6,5,31517,9133,1427,11866,206,8885
2025,5,Delta Air Lines,JFK,John F. Kennedy International Airport (JFK),2657,629,159.34,23.55,302.21,1.0,142.9,5,11,47372,16382,2920,17421,72,10577
2025,5,Endeavor Air,JFK,John F. Kennedy International Airport (JFK),1900,475,91.34,17.86,193.27,0.0,172.53,78,2,43600,9448,2037,15439,0,16676
2025,5,Frontier Airlines,JFK,John F. Kennedy International Airport (JFK),278,84,30.17,4.67,26.31,0.0,22.86,0,0,6631,3304,267,1246,0,1814
2025,5,Hawaiian Airlines,JFK,John F. Kennedy International Airport (JFK),31,12,10.75,1.0,0.0,0.0,0.25,0,0,516,472,26,0,0,18
2025,5,JetBlue Airways,JFK,John F. Kennedy International Airport (JFK),3184,808,195.78,17.48,359.41,0.88,234.44,16,5,64684,13242,1341,26012,43,24046
2025,5,Republic Airline,JFK,John F. Kennedy International Airport (JFK),1271,340,63.44,5.82,173.39,1.84,95.5,17,0,25180,4192,482,13007,74,7425
2025,5,SkyWest Airlines,JFK,John F. Kennedy International Airport (JFK),30,12,3.18,2.39,6.42,0.0,0.0,0,1,670,229,66,375,0,0
2025,6,Alaska Airlines,JFK,John F. Kennedy International Airport (JFK),330,142,17.82,4.89,90.6,0.0,28.69,7,0,9726,1311,707,5910,0,1798
2025,6,American Airlines,JFK,John F. Kennedy International Airport (JFK),1191,388,88.07,15.01,177.93,0.0,106.99,25,2,34653,7389,1348,12759,0,13157
